ID;aemet_equipo_loc;aemet_lej;aemet_fecha;aemet_lugar;aemet_provincia;aemet_tmax;aemet_tmin;aemet_sol;aemet_presMax;aemet_presMin;aemet_prec;aemet_racha;aemet_dir;aemet_velmedia;aemet_tmax_vis;aemet_tmin_vis;aemet_sol_vis;aemet_presMax_vis;aemet_presMin_vis;aemet_prec_vis;aemet_racha_vis;aemet_dir_vis;aemet_velmedia_vis;
g_1_OvuabTwr;Athletic Club;1;2016-02-06;BILBAO AEROPUERTO;BIZKAIA;17.6;7.2;5.0;1016.7;1000.3;12.5;21.7;99;6.9;15.6;7.6;8.7;1019.7;1007.3;0.4;5.8;29;2.5;
g_1_4z8Ys8g1;Rayo Vallecano;0;2016-02-06;MADRID, RETIRO;MADRID;11.5;2.5;NaN;946.4;935.5;13.8;13.3;28;1.4;22.5;17.4;5.9;1022.2;1016.6;0.0;13.3;99;7.8;
g_1_Wt0K5Bo8;Atl. Madrid;0;2016-02-06;MADRID, RETIRO;MADRID;11.5;2.5;NaN;946.4;935.5;13.8;13.3;28;1.4;17.6;7.2;5.0;1016.7;1000.3;12.5;21.7;99;6.9;
g_1_IwCxsS87;Granada;0;2016-02-07;GRANADA AEROPUERTO;GRANADA;15.6;2.7;7.5;962.6;952.2;0.4;15.0;28;5.6;10.6;3.9;NaN;947.2;935.5;0.0;14.7;29;1.7;
g_1_IwY7d78f;Celta de Vigo;0;2016-02-07;VIGO AEROPUERTO;PONTEVEDRA;12.4;7.0;0.5;993.6;984.0;4.1;11.7;23;3.6;18.5;9.2;9.2;1026.3;1016.2;0.0;11.4;99;3.3;
g_1_6ahX29VQ;Real Betis;0;2016-02-07;SEVILLA AEROPUERTO;SEVILLA;18.5;9.2;9.2;1026.3;1016.2;0.0;11.4;99;3.3;17.3;8.6;9.1;1016.9;1001.7;0.0;20.0;28;8.9;
g_1_AXbO4V0E;Levante;0;2016-02-07;VALENCIA AEROPUERTO;VALENCIA;17.3;8.6;9.1;1016.9;1001.7;0.0;20.0;28;8.9;13.5;9.4;2.3;1020.2;1005.6;0.0;15.3;24;5.3;
g_1_zFr3cmgl;Espanyol;0;2016-02-08;BARCELONA AEROPUERTO;BARCELONA;17.4;6.1;8.8;1022.6;1019.5;0.0;12.5;22;3.6;17.7;10.1;6.1;989.0;985.3;0.0;14.4;17;5.6;
g_1_byCEkpwK;Sporting de Gijon;0;2016-02-12;GIJÓN, PUERTO;ASTURIAS;17.4;14.0;0.0;1005.8;1000.1;16.4;NaN;NaN;NaN;13.5;8.8;NaN;935.6;932.5;6.2;16.1;26;4.2;
g_1_t0sUsYJD;Deportivo de La Coruna;0;2016-02-13;A CORUÑA;A CORUÑA;14.7;10.8;0.0;999.8;992.1;11.0;22.8;24;7.8;18.6;15.4;0.5;1015.6;1011.3;0.0;12.5;23;6.1;
g_1_f7cppO0s;Valencia;0;2016-02-13;VALENCIA AEROPUERTO;VALENCIA;23.0;17.8;2.7;999.9;993.6;0.0;21.7;26;9.2;23.3;13.2;6.5;1002.6;996.3;5.9;13.9;31;5.8;
g_1_hbBIl4hQ;Villarreal;0;2016-02-13;CASTELLÓN - ALMASSORA;CASTELLON;25.2;17.2;2.7;999.9;993.5;0.0;13.6;99;5.3;22.4;17.1;NaN;1012.6;1008.9;1.4;11.1;30;2.5;
g_1_29rQrE47;Real Madrid;0;2016-02-13;MADRID, RETIRO;MADRID;13.8;11.6;NaN;934.4;928.3;2.3;15.3;23;4.4;17.7;10.2;4.3;998.6;991.6;15.5;25.8;30;3.6;
g_1_CrhkqrGm;Barcelona;0;2016-02-14;BARCELONA AEROPUERTO;BARCELONA;18.9;8.7;7.4;999.0;993.8;2.4;13.9;99;4.2;10.3;3.9;1.0;986.7;974.8;10.2;24.7;24;4.7;
g_1_8YTMqfk1;Eibar;1;2016-02-14;BILBAO AEROPUERTO;BIZKAIA;11.7;5.9;0.6;1001.2;992.1;30.2;21.1;31;4.7;19.2;10.0;5.9;994.6;989.0;NA;24.7;30;11.4;
g_1_pY7AjQND;Getafe;1;2016-02-14;MADRID, RETIRO;MADRID;12.0;4.4;NaN;930.6;924.4;2.4;17.8;28;3.6;12.0;4.4;NaN;930.6;924.4;2.4;17.8;28;3.6;
g_1_pdjcsMp0;Sevilla;0;2016-02-14;SEVILLA AEROPUERTO;SEVILLA;17.3;7.0;5.7;1014.0;1007.2;NA;24.2;32;9.2;23.7;17.9;5.2;1023.0;1019.7;NA;18.9;35;10.8;
g_1_jZjgr2Vg;Real Sociedad;0;2016-02-14;DONOSTIA/SAN SEBASTIÁN, IGUELDO;GIPUZKOA;11.7;4.4;0.2;974.3;966.4;29.6;26.9;30;7.8;13.0;4.1;2.0;947.9;940.7;5.8;23.3;27;7.5;
g_1_YN1zRorT;Sporting de Gijon;0;2016-02-17;GIJÓN, PUERTO;ASTURIAS;11.1;2.9;1.4;1027.7;1013.9;22.3;NaN;NaN;NaN;11.6;2.8;9.7;1023.4;1016.7;0.0;15.0;32;5.8;
g_1_4z0HnHMu;Levante;0;2016-02-19;VALENCIA AEROPUERTO;VALENCIA;14.7;3.6;7.2;1022.5;1014.7;0.0;7.2;99;1.7;11.0;1.5;NaN;949.3;944.3;0.0;9.2;04;2.5;
g_1_QklQpeih;Celta de Vigo;0;2016-02-20;VIGO AEROPUERTO;PONTEVEDRA;18.0;5.1;8.6;1001.0;996.6;0.0;7.2;28;1.9;17.6;1.5;9.8;1027.5;1023.9;0.0;6.1;30;0.8;
g_1_C6jxrgyB;Real Betis;0;2016-02-20;SEVILLA AEROPUERTO;SEVILLA;20.2;5.9;9.9;1022.6;1017.9;0.0;12.5;99;5.8;16.4;7.9;7.0;1030.6;1027.0;0.0;NaN;NaN;NaN;
g_1_veq6u0FC;Espanyol;0;2016-02-20;BARCELONA AEROPUERTO;BARCELONA;14.6;2.9;9.6;1032.5;1028.6;0.0;10.8;99;5.3;13.1;9.1;0.3;1024.5;1020.9;NA;5.0;99;1.4;
g_1_IorAvKUI;Las Palmas;0;2016-02-20;GRAN CANARIA AEROPUERTO;LAS PALMAS;19.0;13.2;4.8;1014.4;1011.4;9.2;18.1;01;8.1;14.6;2.9;9.6;1032.5;1028.6;0.0;10.8;99;5.3;
g_1_YFiYrZL4;Atl. Madrid;0;2016-02-21;MADRID, RETIRO;MADRID;13.7;4.2;NaN;951.2;945.4;0.0;6.4;05;1.4;18.2;5.0;7.8;1026.9;1018.4;0.0;5.8;29;2.2;
g_1_vghUqF6b;Athletic Club;1;2016-02-21;BILBAO AEROPUERTO;BIZKAIA;20.9;3.5;9.2;1026.6;1016.5;0.0;9.2;32;1.4;17.4;7.0;9.7;998.9;990.3;0.0;10.3;17;2.5;
g_1_rRbLoyxn;Granada;0;2016-02-21;GRANADA AEROPUERTO;GRANADA;21.4;4.8;9.2;958.3;953.5;0.0;9.2;99;1.7;17.7;1.3;7.8;1025.0;1016.0;NA;7.8;13;2.2;
g_1_hI7ZtDjH;Malaga;0;2016-02-21;MÁLAGA, CENTRO METEOROLÓGICO;MALAGA;18.7;12.5;NaN;1019.9;1015.5;0.0;8.3;13;2.2;13.7;4.2;NaN;951.2;945.4;0.0;6.4;05;1.4;
g_1_dWg1tt06;Rayo Vallecano;0;2016-02-21;MADRID, RETIRO;MADRID;13.7;4.2;NaN;951.2;945.4;0.0;6.4;05;1.4;22.8;9.8;9.3;1020.2;1015.4;0.0;9.2;99;2.8;
g_1_W86wtX5N;Eibar;1;2016-02-26;BILBAO AEROPUERTO;BIZKAIA;15.5;5.2;1.7;1012.9;990.7;43.0;12.8;99;4.4;21.7;17.0;0.0;1019.6;1016.4;0.1;16.9;02;10.6;
g_1_rmzdbELi;Real Sociedad;0;2016-02-27;DONOSTIA/SAN SEBASTIÁN, IGUELDO;GIPUZKOA;8.2;2.9;0.0;968.6;960.2;24.8;31.1;31;14.7;13.4;6.1;NaN;1002.3;998.2;0.7;15.0;30;5.3;
g_1_jDw4dhj4;Real Betis;0;2016-02-27;SEVILLA AEROPUERTO;SEVILLA;13.2;6.3;7.4;1004.3;1000.9;0.0;13.3;33;6.1;8.2;2.6;NaN;922.4;917.7;0.0;17.8;30;4.2;
g_1_CMv0cYzb;Getafe;1;2016-02-27;MADRID, RETIRO;MADRID;8.2;2.6;NaN;922.4;917.7;0.0;17.8;30;4.2;9.2;1.9;1.2;980.4;974.6;12.3;13.3;99;2.8;
g_1_YyT8eC5A;Sporting de Gijon;0;2016-02-27;GIJÓN, PUERTO;ASTURIAS;10.6;5.0;2.0;1006.7;999.4;9.6;NaN;NaN;NaN;13.7;6.8;1.8;997.1;987.2;5.7;13.9;06;6.4;
g_1_2ic9zBTp;Real Madrid;0;2016-02-27;MADRID, RETIRO;MADRID;8.2;2.6;NaN;922.4;917.7;0.0;17.8;30;4.2;8.2;2.6;NaN;922.4;917.7;0.0;17.8;30;4.2;
g_1_QV5suiLT;Barcelona;0;2016-02-28;BARCELONA AEROPUERTO;BARCELONA;14.7;7.0;7.2;1002.9;991.8;0.2;14.4;04;7.8;18.3;4.3;8.2;1011.0;1003.8;0.0;10.3;28;3.6;
g_1_WMoCfWKG;Deportivo de La Coruna;0;2016-02-28;A CORUÑA;A CORUÑA;10.6;8.2;0.0;1015.6;1003.6;1.2;17.5;35;8.6;8.6;1.9;0.2;947.3;938.4;0.5;6.7;27;1.9;
g_1_QqoGgjzN;Valencia;0;2016-02-28;VALENCIA AEROPUERTO;VALENCIA;16.2;7.2;3.2;1000.3;987.6;0.1;15.3;34;2.5;9.9;7.1;0.0;1012.1;996.3;11.3;12.8;34;4.7;
g_1_4dyhaf6o;Villarreal;0;2016-02-28;CASTELLÓN - ALMASSORA;CASTELLON;16.3;7.5;5.5;1001.3;988.5;0.0;13.3;02;3.3;16.2;7.2;3.2;1000.3;987.6;0.1;15.3;34;2.5;
g_1_UsVIpzze;Las Palmas;0;2016-03-01;GRAN CANARIA AEROPUERTO;LAS PALMAS;20.7;16.3;2.0;1020.8;1017.2;0.0;15.3;03;8.3;16.6;1.6;NaN;949.0;947.5;0.0;4.7;23;0.6;
g_1_tIdVgvD8;Atl. Madrid;0;2016-03-01;MADRID, RETIRO;MADRID;16.6;1.6;NaN;949.0;947.5;0.0;4.7;23;0.6;10.6;7.2;5.5;999.5;994.7;NA;12.5;35;2.5;
g_1_K8eZhbSE;Levante;0;2016-03-02;VALENCIA AEROPUERTO;VALENCIA;26.3;6.2;9.9;1015.7;1006.9;0.0;13.3;99;6.7;18.5;4.1;NaN;948.3;942.3;0.0;12.5;30;2.5;
g_1_xpjvhIsL;Athletic Club;1;2016-03-02;BILBAO AEROPUERTO;BIZKAIA;13.3;6.6;0.0;1021.7;1018.3;7.9;18.1;32;4.2;14.0;10.3;1.1;1021.8;1019.1;1.0;12.8;29;4.4;
g_1_SE8mVfz8;Celta de Vigo;0;2016-03-02;VIGO AEROPUERTO;PONTEVEDRA;14.0;8.3;NaN;999.9;997.0;4.1;8.9;99;3.1;24.8;10.1;9.1;1017.4;1008.7;0.0;10.3;26;2.2;
g_1_YFFvXG5e;Malaga;0;2016-03-02;MÁLAGA, CENTRO METEOROLÓGICO;MALAGA;24.3;12.4;NaN;1020.6;1015.0;0.0;10.8;29;3.1;26.3;6.2;9.9;1015.7;1006.9;0.0;13.3;99;6.7;
g_1_GzkrixcR;Sevilla;0;2016-03-02;SEVILLA AEROPUERTO;SEVILLA;21.6;4.3;11.1;1024.9;1018.9;0.0;7.8;20;1.7;13.3;6.6;0.0;1021.7;1018.3;7.9;18.1;32;4.2;
g_1_nJuEoGKl;Rayo Vallecano;0;2016-03-03;MADRID, RETIRO;MADRID;15.5;4.8;NaN;943.3;939.2;0.0;7.8;27;1.9;19.0;8.8;7.9;1014.1;1009.6;0.0;13.9;99;6.9;
g_1_YFyAnd5r;Espanyol;0;2016-03-03;BARCELONA AEROPUERTO;BARCELONA;19.0;8.8;7.9;1014.1;1009.6;0.0;13.9;99;6.9;20.8;6.4;11.1;1019.5;1013.6;NA;7.2;22;1.9;
g_1_Gv5qWzL1;Granada;0;2016-03-03;GRANADA AEROPUERTO;GRANADA;21.0;0.3;11.0;955.7;949.5;0.0;8.3;31;2.2;14.2;8.4;0.7;1025.7;1013.9;0.1;NaN;NaN;NaN;
g_1_rLJPqUOl;Deportivo de La Coruna;0;2016-03-05;A CORUÑA;A CORUÑA;11.4;7.7;4.0;1011.4;1002.9;9.8;16.1;30;5.6;17.3;10.2;NaN;1010.6;1005.4;0.0;13.3;27;4.7;
g_1_j9PoiCWE;Getafe;1;2016-03-05;MADRID, RETIRO;MADRID;10.8;2.8;NaN;934.4;929.0;NA;12.5;33;2.2;17.7;5.5;9.2;1013.4;1009.0;0.0;12.8;30;5.6;
g_1_0KdgoMrd;Villarreal;0;2016-03-05;CASTELLÓN - ALMASSORA;CASTELLON;18.5;10.4;10.4;1003.6;994.8;0.0;16.4;28;3.3;21.3;16.5;2.1;1016.4;1013.2;NA;14.4;99;8.6;
g_1_6cckn2Tk;Real Madrid;0;2016-03-05;MADRID, RETIRO;MADRID;10.8;2.8;NaN;934.4;929.0;NA;12.5;33;2.2;11.6;4.1;NaN;988.8;981.6;2.5;12.5;34;3.6;
g_1_4CTkjWoL;Valencia;0;2016-03-06;VALENCIA AEROPUERTO;VALENCIA;16.9;5.9;5.5;1005.2;1001.2;0.0;16.1;34;3.9;11.3;2.0;NaN;937.1;934.7;1.1;10.6;34;2.2;
g_1_vBecptb2;Real Sociedad;0;2016-03-06;DONOSTIA/SAN SEBASTIÁN, IGUELDO;GIPUZKOA;7.7;3.6;1.3;983.3;976.7;20.8;15.6;33;5.8;16.9;5.9;5.5;1005.2;1001.2;0.0;16.1;34;3.9;
g_1_dnQshhH8;Sporting de Gijon;0;2016-03-06;GIJÓN, PUERTO;ASTURIAS;11.7;5.8;4.7;1016.4;1006.6;18.2;NaN;NaN;NaN;8.9;4.4;0.9;1011.5;1003.1;23.0;11.4;31;3.9;
g_1_lp5MpA9r;Eibar;1;2016-03-06;BILBAO AEROPUERTO;BIZKAIA;8.9;4.4;0.9;1011.5;1003.1;23.0;11.4;31;3.9;14.3;6.2;8.5;1008.6;1005.2;0.0;9.7;35;5.0;
g_1_IeRwgY12;Real Betis;0;2016-03-06;SEVILLA AEROPUERTO;SEVILLA;18.0;5.1;11.2;1015.2;1012.3;0.0;10.8;34;3.3;14.2;1.1;8.3;949.9;947.4;0.0;11.4;33;3.3;
g_1_nyJfkj1R;Espanyol;0;2016-03-07;BARCELONA AEROPUERTO;BARCELONA;13.8;6.5;9.5;1009.7;1004.1;0.0;8.3;21;3.6;10.5;3.6;NaN;936.7;927.9;0.5;13.1;02;3.6;
g_1_fPKXKSYL;Malaga;0;2016-03-11;MÁLAGA, CENTRO METEOROLÓGICO;MALAGA;20.4;8.4;NaN;1016.4;1011.4;0.0;9.4;12;2.5;13.4;8.4;7.7;1026.3;1024.0;0.0;NaN;NaN;NaN;
g_1_0QROMl49;Rayo Vallecano;0;2016-03-12;MADRID, RETIRO;MADRID;13.7;1.5;NaN;944.8;941.9;0.0;5.8;04;1.1;10.8;6.0;0.0;1023.7;1021.4;0.0;7.2;99;0.6;
g_1_IsnQ1mSq;Atl. Madrid;0;2016-03-12;MADRID, RETIRO;MADRID;13.7;1.5;NaN;944.8;941.9;0.0;5.8;04;1.1;15.3;5.9;11.0;1018.9;1016.2;0.0;11.7;06;3.9;
g_1_Q7B3F6dq;Celta de Vigo;0;2016-03-12;VIGO AEROPUERTO;PONTEVEDRA;17.3;3.2;NaN;993.8;991.7;0.0;9.2;27;2.5;9.1;6.0;3.3;995.7;994.1;0.0;8.9;35;3.9;
g_1_63SKNUl3;Barcelona;0;2016-03-12;BARCELONA AEROPUERTO;BARCELONA;14.9;6.3;10.1;1021.0;1019.1;0.0;9.2;99;3.9;13.7;1.5;NaN;944.8;941.9;0.0;5.8;04;1.1;
g_1_C0VSL8JF;Las Palmas;0;2016-03-13;GRAN CANARIA AEROPUERTO;LAS PALMAS;20.9;15.5;0.0;1014.4;1011.2;0.0;10.8;99;5.8;15.3;2.6;NaN;943.2;937.7;0.0;8.9;04;1.1;
g_1_jepYaRdd;Athletic Club;1;2016-03-13;BILBAO AEROPUERTO;BIZKAIA;13.2;5.3;1.7;1022.8;1016.9;0.0;9.2;35;1.9;21.6;3.9;11.5;1017.0;1011.7;0.0;8.3;22;2.8;
g_1_SCTGOAZd;Sevilla;0;2016-03-13;SEVILLA AEROPUERTO;SEVILLA;21.6;3.9;11.5;1017.0;1011.7;0.0;8.3;22;2.8;16.2;6.1;9.6;1016.5;1012.3;5.8;7.8;10;3.1;
g_1_C4oU07sj;Levante;0;2016-03-13;VALENCIA AEROPUERTO;VALENCIA;15.7;2.2;10.0;1014.3;1009.1;0.0;9.7;11;3.6;15.7;2.2;10.0;1014.3;1009.1;0.0;9.7;11;3.6;
g_1_YFJyKnlS;Granada;0;2016-03-14;GRANADA AEROPUERTO;GRANADA;19.7;-0.8;10.7;951.6;948.0;0.0;8.3;99;2.8;14.9;6.6;4.0;1020.4;1018.5;0.4;10.3;08;4.7;
g_1_KtNbZRmF;Getafe;1;2016-03-18;MADRID, RETIRO;MADRID;14.0;4.6;NaN;939.2;935.7;18.4;8.9;23;2.2;15.0;4.0;7.0;1016.0;1010.1;0.0;9.7;99;2.8;
g_1_4WmzGwmf;Real Betis;0;2016-03-19;SEVILLA AEROPUERTO;SEVILLA;19.0;10.2;8.1;1011.9;1009.3;6.2;10.3;99;3.6;18.3;11.7;NaN;1011.1;1007.9;0.9;5.8;12;1.4;
g_1_hKj2z8Y8;Deportivo de La Coruna;0;2016-03-19;A CORUÑA;A CORUÑA;15.2;9.2;5.4;1006.6;1002.7;3.6;8.6;03;3.3;14.6;10.2;0.2;1009.5;1005.1;4.7;7.2;99;1.9;
g_1_d6pSHaIs;Granada;0;2016-03-19;GRANADA AEROPUERTO;GRANADA;14.4;6.8;1.6;949.3;947.0;5.2;8.3;32;2.2;12.4;7.3;NaN;936.6;933.8;0.2;11.1;23;2.5;
g_1_jTqWGJXm;Real Sociedad;0;2016-03-19;DONOSTIA/SAN SEBASTIÁN, IGUELDO;GIPUZKOA;11.9;8.3;0.0;984.7;981.3;4.2;7.8;07;2.5;22.2;18.0;3.8;1014.9;1012.5;0.2;13.9;99;8.3;
g_1_newuFc20;Sporting de Gijon;0;2016-03-19;GIJÓN, PUERTO;ASTURIAS;15.4;9.0;8.4;1013.0;1010.3;7.6;NaN;NaN;NaN;12.4;7.3;NaN;936.6;933.8;0.2;11.1;23;2.5;
g_1_nNaCDpRe;Real Madrid;0;2016-03-20;MADRID, RETIRO;MADRID;13.7;4.5;NaN;937.1;934.9;0.1;10.0;23;0.6;18.3;8.4;6.9;1011.4;1007.8;6.3;9.7;22;4.2;
g_1_4bA7EQBk;Valencia;0;2016-03-20;VALENCIA AEROPUERTO;VALENCIA;17.4;6.0;9.5;1007.4;1004.9;NA;9.2;99;3.6;14.7;7.3;NaN;984.2;981.7;1.2;10.8;01;3.1;
g_1_ETibylJ2;Villarreal;0;2016-03-20;CASTELLÓN - ALMASSORA;CASTELLON;16.7;8.8;9.3;1009.8;1007.4;0.0;7.2;11;2.8;16.2;9.5;6.6;1015.3;1012.9;2.5;10.8;03;3.6;
g_1_0Q3GC4t2;Espanyol;0;2016-03-20;BARCELONA AEROPUERTO;BARCELONA;16.2;9.5;6.6;1015.3;1012.9;2.5;10.8;03;3.6;17.9;6.4;2.0;1011.9;1007.7;0.0;8.9;31;2.8;
g_1_pURnlUcp;Rayo Vallecano;0;2016-04-01;MADRID, RETIRO;MADRID;14.4;4.5;NaN;942.4;936.3;0.0;9.2;01;2.5;14.4;4.5;NaN;942.4;936.3;0.0;9.2;01;2.5;
g_1_xOEYBXki;Celta de Vigo;0;2016-04-02;VIGO AEROPUERTO;PONTEVEDRA;11.4;5.9;NaN;983.5;975.0;22.1;12.8;99;5.3;14.1;9.4;0.0;1005.9;995.9;4.0;17.8;22;2.8;
g_1_OKQjmlDj;Barcelona;0;2016-04-02;BARCELONA AEROPUERTO;BARCELONA;17.5;10.1;3.8;1014.2;1011.1;0.0;8.3;99;3.6;17.1;3.5;NaN;936.8;933.2;0.0;8.3;27;2.5;
g_1_Yk8sABK3;Las Palmas;0;2016-04-02;GRAN CANARIA AEROPUERTO;LAS PALMAS;22.3;16.7;5.7;1012.6;1009.0;0.0;15.3;03;7.5;20.9;4.0;12.1;1007.3;1003.6;0.0;10.3;99;4.2;
g_1_tMfb6TJS;Atl. Madrid;0;2016-04-02;MADRID, RETIRO;MADRID;17.1;3.5;NaN;936.8;933.2;0.0;8.3;27;2.5;20.9;6.0;11.6;1010.7;1007.7;0.0;10.3;23;3.1;
g_1_4zpKhAkT;Sevilla;0;2016-04-03;SEVILLA AEROPUERTO;SEVILLA;19.3;8.5;1.9;1012.2;1009.1;4.0;10.8;99;3.3;19.0;11.2;3.3;978.1;972.1;2.1;18.6;17;5.3;
g_1_jRIxBi5c;Eibar;1;2016-04-03;BILBAO AEROPUERTO;BIZKAIA;17.6;12.6;1.0;1004.2;1000.8;0.1;15.0;21;4.2;19.7;8.6;11.1;1008.5;1005.5;1.8;7.5;10;2.5;
g_1_bc5g794M;Malaga;0;2016-04-03;MÁLAGA, CENTRO METEOROLÓGICO;MALAGA;20.2;9.9;NaN;1010.0;1006.3;0.0;7.8;15;2.5;17.2;8.6;8.8;1014.3;1011.2;0.0;9.2;21;3.6;
g_1_K66k8kkG;Athletic Club;1;2016-04-03;BILBAO AEROPUERTO;BIZKAIA;17.6;12.6;1.0;1004.2;1000.8;0.1;15.0;21;4.2;22.5;4.0;10.0;949.7;945.8;0.0;11.7;31;4.4;
g_1_Ct7o9VZ9;Levante;0;2016-04-04;VALENCIA AEROPUERTO;VALENCIA;19.0;12.5;1.9;1004.7;993.7;9.1;9.2;99;1.7;12.6;8.6;3.6;1008.8;1001.9;6.2;NaN;NaN;NaN;
g_1_4GBf6rxJ;Granada;0;2016-04-08;GRANADA AEROPUERTO;GRANADA;17.7;5.3;10.2;951.7;945.4;0.0;14.4;03;3.3;22.2;12.7;NaN;1012.6;1004.4;0.0;14.2;35;3.3;
g_1_r1No8476;Real Betis;0;2016-04-09;SEVILLA AEROPUERTO;SEVILLA;23.3;6.6;12.6;1014.6;1008.1;0.0;9.2;22;3.1;25.0;6.2;11.7;1007.6;1000.6;0.0;10.8;99;2.5;
g_1_hW4xVREJ;Real Sociedad;0;2016-04-09;DONOSTIA/SAN SEBASTIÁN, IGUELDO;GIPUZKOA;10.6;7.0;0.1;985.8;975.5;3.8;13.1;31;3.6;17.7;8.6;10.3;1010.6;1007.7;0.0;15.0;23;7.5;
g_1_zkaCOPim;Espanyol;0;2016-04-09;BARCELONA AEROPUERTO;BARCELONA;17.7;8.6;10.3;1010.6;1007.7;0.0;15.0;23;7.5;18.8;5.3;NaN;938.2;931.6;0.0;8.9;24;1.9;
g_1_UBbGNq7g;Real Madrid;0;2016-04-09;MADRID, RETIRO;MADRID;18.8;5.3;NaN;938.2;931.6;0.0;8.9;24;1.9;12.1;6.4;0.2;1012.9;1001.5;2.4;12.5;31;2.5;
g_1_WM3tUoUP;Athletic Club;1;2016-04-10;BILBAO AEROPUERTO;BIZKAIA;21.8;5.5;8.3;1001.6;992.8;0.4;20.0;21;3.1;13.8;6.3;NaN;932.3;926.3;1.9;13.1;26;3.9;
g_1_QPCj7OMC;Villarreal;0;2016-04-10;CASTELLÓN - ALMASSORA;CASTELLON;20.5;10.3;10.8;1004.3;1000.0;0.0;7.8;11;2.2;13.8;6.3;NaN;932.3;926.3;1.9;13.1;26;3.9;
g_1_82cKM3Ma;Valencia;0;2016-04-10;VALENCIA AEROPUERTO;VALENCIA;22.1;8.0;9.9;1002.6;996.8;NA;9.7;08;3.1;17.9;11.0;3.5;1008.1;1004.1;5.6;14.4;21;5.6;
g_1_x4t9P5xs;Sporting de Gijon;0;2016-04-10;GIJÓN, PUERTO;ASTURIAS;16.6;6.8;5.3;1003.8;993.7;NA;NaN;NaN;NaN;10.8;4.2;NaN;976.0;965.7;25.6;22.2;24;9.7;
g_1_QwhPLNy6;Deportivo de La Coruna;0;2016-04-11;A CORUÑA;A CORUÑA;14.0;5.2;6.3;997.4;992.8;4.8;15.8;22;5.3;21.6;15.7;0.8;1012.6;1010.1;0.0;8.9;99;3.1;
g_1_4W95VIns;Levante;0;2016-04-15;VALENCIA AEROPUERTO;VALENCIA;21.6;9.9;11.1;1005.8;1000.8;0.0;8.9;31;1.9;19.2;12.2;9.1;1012.7;1009.1;0.0;9.7;23;3.9;
g_1_YBuiCenJ;Celta de Vigo;0;2016-04-16;VIGO AEROPUERTO;PONTEVEDRA;13.3;9.4;NaN;981.0;974.8;15.1;7.8;24;2.2;20.0;15.7;2.3;1012.0;1009.1;12.9;17.5;22;6.4;
g_1_0b3ETdHg;Eibar;1;2016-04-16;BILBAO AEROPUERTO;BIZKAIA;21.3;11.0;2.1;1007.0;998.6;4.2;12.8;30;2.5;17.8;10.8;2.5;979.9;973.8;15.3;17.5;30;5.8;
g_1_rN89Ux2m;Las Palmas;0;2016-04-16;GRAN CANARIA AEROPUERTO;LAS PALMAS;22.8;15.6;10.5;1013.8;1010.4;0.0;8.3;14;2.5;15.2;10.9;0.0;1009.9;1003.5;19.6;NaN;NaN;NaN;
g_1_zHJZzuPJ;Getafe;1;2016-04-16;MADRID, RETIRO;MADRID;13.8;9.9;NaN;935.9;932.7;14.7;14.4;23;2.8;13.8;9.9;NaN;935.9;932.7;14.7;14.4;23;2.8;
g_1_YB1MRzn6;Barcelona;0;2016-04-17;BARCELONA AEROPUERTO;BARCELONA;22.7;13.8;9.9;1016.5;1009.5;0.0;12.5;22;6.4;26.0;14.6;10.1;1009.4;1003.9;0.0;16.1;25;7.2;
g_1_QoxqEHH6;Atl. Madrid;0;2016-04-17;MADRID, RETIRO;MADRID;17.4;7.1;NaN;940.1;934.7;0.0;9.2;23;2.5;22.3;10.0;4.1;951.2;948.8;0.2;8.3;99;3.3;
g_1_fLtmDyXC;Rayo Vallecano;0;2016-04-17;MADRID, RETIRO;MADRID;17.4;7.1;NaN;940.1;934.7;0.0;9.2;23;2.5;26.7;15.4;11.5;1011.2;1004.9;0.0;9.7;26;3.1;
g_1_niNwzavQ;Sevilla;0;2016-04-17;SEVILLA AEROPUERTO;SEVILLA;22.0;13.0;9.0;1013.5;1010.9;0.0;8.3;25;3.1;14.8;8.5;7.7;1012.3;1004.6;0.0;9.2;05;3.1;
g_1_vk2ISGWa;Malaga;0;2016-04-17;MÁLAGA, CENTRO METEOROLÓGICO;MALAGA;25.5;15.7;NaN;1011.1;1008.0;0.0;7.5;20;1.4;13.8;9.4;0.7;1017.2;1006.6;0.0;9.2;31;1.7;
g_1_SYMetz1a;Real Betis;0;2016-04-19;SEVILLA AEROPUERTO;SEVILLA;18.4;13.9;1.5;1011.1;1006.5;13.6;6.7;99;2.2;24.0;15.9;6.4;1014.0;1009.2;NA;11.7;03;5.3;
g_1_O0G4vEVB;Espanyol;0;2016-04-19;BARCELONA AEROPUERTO;BARCELONA;19.8;9.9;7.6;1021.7;1017.5;0.0;10.8;08;3.9;20.8;12.5;NaN;981.5;978.1;5.9;11.7;13;1.7;
g_1_xpUrqxHt;Real Madrid;0;2016-04-20;MADRID, RETIRO;MADRID;12.2;8.5;NaN;941.2;936.8;2.6;10.8;09;1.1;18.8;12.8;0.5;1013.7;1009.8;0.0;8.6;99;2.5;
g_1_K8JmrdWn;Athletic Club;1;2016-04-20;BILBAO AEROPUERTO;BIZKAIA;21.7;11.6;2.2;1012.2;1007.3;1.7;15.3;16;5.0;12.2;8.5;NaN;941.2;936.8;2.6;10.8;09;1.1;
