ID;aemet_equipo_loc;aemet_lej;aemet_fecha;aemet_lugar;aemet_provincia;aemet_tmax;aemet_tmin;aemet_sol;aemet_presMax;aemet_presMin;aemet_prec;aemet_racha;aemet_dir;aemet_velmedia;aemet_tmax_vis;aemet_tmin_vis;aemet_sol_vis;aemet_presMax_vis;aemet_presMin_vis;aemet_prec_vis;aemet_racha_vis;aemet_dir_vis;aemet_velmedia_vis;
g_1_8t8HiZTe;Athletic Club;1;2015-11-08;BILBAO AEROPUERTO;BIZKAIA;27.7;13.2;9.2;1026.2;1018.9;0.0;11.4;99;3.6;20.1;14.0;2.0;1030.9;1028.8;0.0;9.2;34;3.6;
g_1_f9rjPDkR;Deportivo de La Coruna;0;2015-11-21;A CORUÑA;A CORUÑA;16.4;10.4;3.6;1019.8;1012.8;5.4;18.6;26;6.9;15.8;5.1;0.0;996.0;990.0;1.6;14.2;99;4.4;
g_1_GIqnQgzL;Valencia;0;2015-11-21;VALENCIA AEROPUERTO;VALENCIA;20.8;9.3;4.7;1010.3;1000.9;0.0;18.6;32;8.1;24.4;19.5;8.9;1022.6;1017.4;0.0;15.0;01;8.6;
g_1_z7SlRZKE;Espanyol;0;2015-11-21;BARCELONA AEROPUERTO;BARCELONA;19.9;9.2;0.8;1011.0;1000.9;0.0;22.8;29;10.8;22.5;13.6;NaN;1019.1;1007.8;0.0;13.3;31;3.6;
g_1_ClVHKXcr;Real Madrid;0;2015-11-21;MADRID, RETIRO;MADRID;15.9;4.4;NaN;945.8;935.1;0.6;15.3;29;2.5;19.9;9.2;0.8;1011.0;1000.9;0.0;22.8;29;10.8;
g_1_dGTpSF58;Real Sociedad;0;2015-11-21;DONOSTIA/SAN SEBASTIÁN, IGUELDO;GIPUZKOA;16.2;7.3;2.1;986.3;981.5;10.3;26.9;33;11.9;22.6;9.9;8.0;1022.6;1011.7;0.0;13.3;29;5.6;
g_1_nonf5hbe;Real Betis;0;2015-11-22;SEVILLA AEROPUERTO;SEVILLA;16.2;5.9;9.4;1016.3;1011.8;0.0;8.3;36;2.5;9.0;3.3;NaN;941.0;935.9;0.0;8.3;27;2.2;
g_1_QiZLJiDl;Granada;0;2015-11-22;GRANADA AEROPUERTO;GRANADA;13.4;1.0;8.5;950.5;947.5;0.0;5.3;03;2.8;9.0;2.9;0.0;1017.3;1009.3;11.8;15.0;32;1.4;
g_1_U9ya4CD1;Villarreal;0;2015-11-22;CASTELLÓN - ALMASSORA;CASTELLON;14.8;10.4;4.3;1008.8;1005.0;0.0;11.9;28;2.5;9.0;2.9;0.0;1017.3;1009.3;11.8;15.0;32;1.4;
g_1_8GOQIBSf;Sporting de Gijon;0;2015-11-22;GIJÓN, PUERTO;ASTURIAS;12.6;7.4;0.0;1021.3;1013.3;10.3;NaN;NaN;NaN;15.9;4.0;7.8;1007.2;1003.3;0.0;13.3;30;3.1;
g_1_rDu33WS7;Getafe;1;2015-11-23;MADRID, RETIRO;MADRID;10.2;2.7;NaN;946.1;937.8;0.0;10.3;36;2.2;10.2;2.7;NaN;946.1;937.8;0.0;10.3;36;2.2;
g_1_dzQ1KO3a;Levante;0;2015-11-27;VALENCIA AEROPUERTO;VALENCIA;18.9;7.8;8.2;1010.1;1005.9;0.0;11.4;31;1.9;21.2;6.3;9.6;1015.8;1012.4;0.0;6.1;99;1.7;
g_1_dx5LvgkE;Celta de Vigo;0;2015-11-28;VIGO AEROPUERTO;PONTEVEDRA;13.8;4.9;7.8;1000.2;993.6;0.0;11.7;01;5.6;13.6;9.2;0.0;1029.3;1021.1;0.3;NaN;NaN;NaN;
g_1_zRO5JrJ5;Las Palmas;0;2015-11-28;GRAN CANARIA AEROPUERTO;LAS PALMAS;23.9;19.6;5.0;1017.2;1012.8;0.0;10.8;02;5.3;12.6;9.1;1.1;1024.6;1018.3;0.0;11.7;01;2.5;
g_1_08WhMpZn;Malaga;0;2015-11-28;MÁLAGA, CENTRO METEOROLÓGICO;MALAGA;22.6;9.2;NaN;1022.0;1013.8;0.0;4.7;31;1.7;20.6;-0.9;9.3;960.5;953.1;0.0;3.6;99;0.3;
g_1_fXQxG9CD;Atl. Madrid;0;2015-11-28;MADRID, RETIRO;MADRID;15.4;5.0;NaN;951.1;941.9;0.0;6.9;04;1.1;17.2;5.8;3.2;1027.2;1015.5;0.0;8.9;99;3.6;
g_1_UmO9I2YB;Barcelona;0;2015-11-28;BARCELONA AEROPUERTO;BARCELONA;17.2;5.8;3.2;1027.2;1015.5;0.0;8.9;99;3.6;12.0;8.4;0.7;998.6;988.8;0.2;16.1;35;4.2;
g_1_n7NUHVs1;Sevilla;0;2015-11-29;SEVILLA AEROPUERTO;SEVILLA;21.6;7.4;9.6;1028.6;1022.8;0.0;10.8;99;5.6;18.3;3.4;9.3;1027.9;1020.7;0.0;5.8;99;1.7;
g_1_vaVdL4lg;Rayo Vallecano;0;2015-11-29;MADRID, RETIRO;MADRID;12.6;2.4;NaN;956.4;951.1;0.0;3.6;04;0.3;15.8;5.3;6.6;1031.0;1026.7;0.0;4.2;13;0.3;
g_1_6oXlNQJt;Eibar;1;2015-11-29;BILBAO AEROPUERTO;BIZKAIA;15.8;5.3;6.6;1031.0;1026.7;0.0;4.2;13;0.3;12.6;2.4;NaN;956.4;951.1;0.0;3.6;04;0.3;
g_1_GtSYGkc7;Getafe;1;2015-11-29;MADRID, RETIRO;MADRID;12.6;2.4;NaN;956.4;951.1;0.0;3.6;04;0.3;16.8;6.8;9.1;1029.8;1022.9;0.0;6.4;29;2.2;
g_1_riSDHMmI;Real Betis;0;2015-12-05;SEVILLA AEROPUERTO;SEVILLA;22.4;7.1;8.3;1027.9;1024.2;0.0;6.1;99;1.7;15.3;7.6;4.4;1002.0;997.1;NA;6.1;23;3.1;
g_1_GbavYsYb;Deportivo de La Coruna;0;2015-12-05;A CORUÑA;A CORUÑA;17.2;10.1;8.4;1024.5;1018.4;0.0;8.3;22;2.5;22.4;7.1;8.3;1027.9;1024.2;0.0;6.1;99;1.7;
g_1_2eezZNIh;Valencia;0;2015-12-05;VALENCIA AEROPUERTO;VALENCIA;17.3;4.2;7.4;1027.3;1022.2;0.0;6.1;99;2.2;15.5;9.1;0.0;1033.6;1030.9;0.1;7.8;35;3.1;
g_1_6mhiVuIH;Granada;0;2015-12-05;GRANADA AEROPUERTO;GRANADA;20.7;0.7;8.9;966.1;961.8;0.0;9.7;17;1.4;16.6;6.8;NaN;955.3;950.6;0.0;4.2;05;0.8;
g_1_lCcnWL2B;Real Madrid;0;2015-12-05;MADRID, RETIRO;MADRID;16.6;6.8;NaN;955.3;950.6;0.0;4.2;05;0.8;16.6;6.8;NaN;955.3;950.6;0.0;4.2;05;0.8;
g_1_46GMF0IU;Athletic Club;1;2015-12-06;BILBAO AEROPUERTO;BIZKAIA;18.2;7.9;7.6;1023.7;1021.2;0.0;11.7;99;5.0;19.6;11.7;NaN;1025.5;1022.9;0.0;6.1;13;1.9;
g_1_QFHIGt3O;Sporting de Gijon;0;2015-12-06;GIJÓN, PUERTO;ASTURIAS;18.1;8.8;7.3;1025.4;1023.2;0.0;NaN;NaN;NaN;24.1;18.9;6.0;1019.9;1016.0;0.0;6.7;11;1.9;
g_1_ALbrX1m5;Villarreal;0;2015-12-06;CASTELLÓN - ALMASSORA;CASTELLON;17.7;12.0;3.0;1026.3;1024.3;0.0;3.9;12;1.7;15.1;5.9;NaN;951.9;949.4;0.0;3.9;03;0.6;
g_1_tt7Rzplt;Real Sociedad;0;2015-12-06;DONOSTIA/SAN SEBASTIÁN, IGUELDO;GIPUZKOA;16.6;12.3;8.2;996.7;994.9;0.0;16.7;17;8.6;18.2;7.9;7.6;1023.7;1021.2;0.0;11.7;99;5.0;
g_1_KW5VZ33n;Espanyol;0;2015-12-07;BARCELONA AEROPUERTO;BARCELONA;16.3;11.6;0.5;1032.1;1029.7;0.0;7.2;34;2.2;18.0;9.3;1.9;1024.9;1022.4;0.0;5.0;32;0.8;
g_1_v1jaTJnU;Getafe;1;2015-12-11;MADRID, RETIRO;MADRID;13.5;8.5;NaN;955.1;951.4;0.0;5.3;12;1.4;12.4;7.4;8.1;1002.9;998.6;0.0;8.3;18;1.9;
g_1_fX2WRRSM;Las Palmas;0;2015-12-12;GRAN CANARIA AEROPUERTO;LAS PALMAS;23.1;15.9;8.9;1018.6;1015.3;0.0;6.1;29;1.9;19.2;8.5;6.6;1023.7;1020.0;1.4;5.0;99;0.8;
g_1_QiBFV9Tc;Sevilla;0;2015-12-12;SEVILLA AEROPUERTO;SEVILLA;19.2;8.5;6.6;1023.7;1020.0;1.4;5.0;99;0.8;15.8;7.8;7.3;1027.9;1020.1;0.0;NaN;NaN;NaN;
g_1_IR77XVbo;Celta de Vigo;0;2015-12-12;VIGO AEROPUERTO;PONTEVEDRA;14.2;4.2;3.0;997.4;990.6;0.0;8.3;19;3.3;15.3;6.6;0.4;1030.5;1023.9;0.0;8.9;35;4.4;
g_1_dI6BWkEi;Levante;0;2015-12-12;VALENCIA AEROPUERTO;VALENCIA;15.2;9.2;0.9;1023.5;1016.9;0.0;4.2;31;1.1;17.5;2.5;8.8;961.2;957.3;0.0;5.0;21;1.7;
g_1_pvieUaXN;Barcelona;0;2015-12-12;BARCELONA AEROPUERTO;BARCELONA;15.3;6.6;0.4;1030.5;1023.9;0.0;8.9;35;4.4;16.3;6.0;6.6;1020.2;1012.7;0.0;6.1;15;2.5;
g_1_n7aOTmbA;Villarreal;0;2015-12-13;CASTELLÓN - ALMASSORA;CASTELLON;16.4;8.2;8.5;1018.9;1015.0;0.0;6.9;28;1.9;12.2;5.1;NaN;946.0;943.2;0.0;6.4;24;0.8;
g_1_EgsROweo;Atl. Madrid;0;2015-12-13;MADRID, RETIRO;MADRID;12.2;5.1;NaN;946.0;943.2;0.0;6.4;24;0.8;18.2;5.1;7.7;1018.4;1011.5;0.0;9.7;11;1.9;
g_1_4rAJUTr4;Eibar;1;2015-12-13;BILBAO AEROPUERTO;BIZKAIA;18.2;5.1;7.7;1018.4;1011.5;0.0;9.7;11;1.9;18.2;6.6;6.8;1016.9;1012.4;0.0;6.1;21;2.2;
g_1_0A3SS7DG;Rayo Vallecano;0;2015-12-13;MADRID, RETIRO;MADRID;12.2;5.1;NaN;946.0;943.2;0.0;6.4;24;0.8;19.8;9.9;NaN;1019.9;1016.5;0.0;4.2;18;1.7;
g_1_Gr5aLP5j;Deportivo de La Coruna;0;2015-12-19;A CORUÑA;A CORUÑA;20.4;13.8;6.2;1010.7;1002.3;5.2;19.2;21;6.7;24.3;15.9;2.7;1017.8;1011.1;0.0;16.9;17;4.7;
g_1_QDnjrmD3;Real Betis;0;2015-12-19;SEVILLA AEROPUERTO;SEVILLA;22.0;6.2;8.4;1024.1;1019.1;0.0;5.8;99;0.8;22.0;6.2;8.4;1024.1;1019.1;0.0;5.8;99;0.8;
g_1_fgv7v5CS;Espanyol;0;2015-12-19;BARCELONA AEROPUERTO;BARCELONA;16.2;8.3;0.0;1026.9;1023.6;0.0;10.8;35;2.5;27.1;16.8;9.1;1020.3;1017.1;0.0;12.8;15;4.7;
g_1_xh6eM5jp;Valencia;0;2015-12-19;VALENCIA AEROPUERTO;VALENCIA;19.3;5.0;8.5;1019.7;1015.8;0.0;5.8;05;1.7;15.4;6.3;NaN;950.3;945.7;0.0;4.7;05;0.8;
g_1_CUl2uocM;Malaga;0;2015-12-20;MÁLAGA, CENTRO METEOROLÓGICO;MALAGA;19.5;7.8;NaN;1022.1;1017.8;0.0;4.2;31;1.4;15.3;6.4;NaN;950.3;944.6;0.0;8.6;27;0.8;
g_1_YwjbtRsG;Athletic Club;1;2015-12-20;BILBAO AEROPUERTO;BIZKAIA;19.1;9.5;0.7;1023.3;1013.4;0.1;9.2;15;1.7;17.2;5.4;6.7;1021.1;1016.5;0.0;5.0;31;1.7;
g_1_rkcoqTcc;Granada;0;2015-12-20;GRANADA AEROPUERTO;GRANADA;20.1;-1.5;8.4;961.8;957.1;0.0;8.3;99;1.9;14.5;8.1;4.3;998.0;986.6;0.7;8.9;17;2.5;
g_1_44ofs7S9;Real Sociedad;0;2015-12-20;DONOSTIA/SAN SEBASTIÁN, IGUELDO;GIPUZKOA;19.4;11.1;1.0;996.5;987.5;0.6;13.6;18;6.7;16.9;11.9;1.8;1022.9;1018.5;0.0;6.7;28;1.4;
g_1_Uogsp9ri;Real Madrid;0;2015-12-20;MADRID, RETIRO;MADRID;15.3;6.4;NaN;950.3;944.6;0.0;8.6;27;0.8;15.3;6.4;NaN;950.3;944.6;0.0;8.6;27;0.8;
g_1_WWt9yxdl;Las Palmas;0;2015-12-30;GRAN CANARIA AEROPUERTO;LAS PALMAS;22.7;16.2;9.5;1026.4;1022.6;0.0;7.2;33;2.5;17.2;-0.3;8.1;964.9;960.8;0.0;9.2;27;0.8;
g_1_lArtY2kd;Barcelona;0;2015-12-30;BARCELONA AEROPUERTO;BARCELONA;17.4;8.1;3.5;1029.6;1022.2;0.0;8.9;99;4.4;16.5;6.5;4.7;1028.5;1024.2;NA;4.7;01;1.1;
g_1_AJqxZrzj;Celta de Vigo;0;2015-12-30;VIGO AEROPUERTO;PONTEVEDRA;14.1;7.9;0.0;996.0;985.0;31.0;20.6;17;5.6;19.1;11.0;4.2;1021.4;1011.5;4.7;20.6;99;6.7;
g_1_GdpYZOKq;Getafe;1;2015-12-30;MADRID, RETIRO;MADRID;10.4;6.8;NaN;953.5;947.7;0.5;5.0;22;0.3;17.9;9.9;1.1;1014.9;1002.7;21.4;21.1;26;8.9;
g_1_QRROdnSd;Eibar;1;2015-12-30;BILBAO AEROPUERTO;BIZKAIA;19.1;11.0;4.2;1021.4;1011.5;4.7;20.6;99;6.7;20.4;10.0;0.6;1021.1;1010.0;7.9;NaN;NaN;NaN;
g_1_htr5xItr;Rayo Vallecano;0;2015-12-30;MADRID, RETIRO;MADRID;10.4;6.8;NaN;953.5;947.7;0.5;5.0;22;0.3;10.4;6.8;NaN;953.5;947.7;0.5;5.0;22;0.3;
g_1_CrUzfpCF;Sevilla;0;2015-12-30;SEVILLA AEROPUERTO;SEVILLA;16.5;6.5;4.7;1028.5;1024.2;NA;4.7;01;1.1;17.4;8.1;3.5;1029.6;1022.2;0.0;8.9;99;4.4;
g_1_buQWfQd9;Levante;0;2015-12-30;VALENCIA AEROPUERTO;VALENCIA;20.5;3.8;9.1;1023.9;1014.4;0.0;10.8;99;3.6;21.2;9.9;NaN;1025.9;1021.3;0.0;11.1;31;2.2;
g_1_vctDzdBf;Real Madrid;0;2015-12-30;MADRID, RETIRO;MADRID;10.4;6.8;NaN;953.5;947.7;0.5;5.0;22;0.3;17.4;9.7;4.4;994.9;984.2;5.9;24.2;17;12.2;
g_1_4IQSe6s3;Villarreal;0;2015-12-31;CASTELLÓN - ALMASSORA;CASTELLON;16.6;8.0;3.4;1020.4;1017.8;0.0;4.4;28;1.4;17.9;11.1;1.2;1018.4;1016.0;0.0;11.7;99;5.0;
g_1_0CULYZu7;Malaga;0;2016-01-02;MÁLAGA, CENTRO METEOROLÓGICO;MALAGA;19.4;11.1;NaN;1019.6;1016.8;0.0;11.1;31;2.8;13.6;6.5;2.5;992.8;987.2;6.6;15.0;24;1.9;
g_1_Wj5jlFuf;Atl. Madrid;0;2016-01-02;MADRID, RETIRO;MADRID;11.4;5.0;NaN;945.2;940.9;0.0;9.2;28;1.9;17.7;5.8;6.1;1015.4;1009.2;0.0;14.4;99;6.7;
g_1_EFYPXgeD;Espanyol;0;2016-01-02;BARCELONA AEROPUERTO;BARCELONA;17.7;8.6;1.6;1019.1;1014.0;0.0;15.3;26;2.2;17.7;8.6;1.6;1019.1;1014.0;0.0;15.3;26;2.2;
g_1_69LBecmK;Valencia;0;2016-01-03;VALENCIA AEROPUERTO;VALENCIA;17.8;4.6;0.0;1014.3;1001.1;0.0;16.9;26;6.1;11.9;4.7;NaN;944.1;932.7;0.4;10.3;22;2.5;
g_1_EFfemZf0;Athletic Club;1;2016-01-03;BILBAO AEROPUERTO;BIZKAIA;17.6;8.6;0.0;1012.8;996.4;5.5;20.6;23;6.7;22.0;17.0;9.1;1022.0;1019.4;0.0;11.7;99;6.4;
g_1_KG1nkeQm;Deportivo de La Coruna;0;2016-01-03;A CORUÑA;A CORUÑA;15.6;12.3;0.0;1006.2;996.9;12.0;19.2;25;5.8;15.8;8.3;0.1;1015.7;1000.4;0.0;9.7;20;2.2;
g_1_OpGGfH2Q;Granada;0;2016-01-03;GRANADA AEROPUERTO;GRANADA;13.8;9.6;0.0;956.8;952.3;1.9;7.2;15;0.8;17.1;12.6;0.1;1020.5;1014.4;0.9;9.7;99;3.1;
g_1_Qg2rjyBs;Real Betis;0;2016-01-03;SEVILLA AEROPUERTO;SEVILLA;17.1;12.6;0.1;1020.5;1014.4;0.9;9.7;99;3.1;17.6;8.6;0.0;1012.8;996.4;5.5;20.6;23;6.7;
g_1_ImuHZFQ0;Rayo Vallecano;0;2016-01-03;MADRID, RETIRO;MADRID;11.9;4.7;NaN;944.1;932.7;0.4;10.3;22;2.5;15.9;8.2;0.0;986.6;970.7;11.1;19.7;19;10.3;
g_1_SIM7dwYD;Sporting de Gijon;0;2016-01-04;GIJÓN, PUERTO;ASTURIAS;15.3;10.3;0.0;1002.9;998.6;6.5;NaN;NaN;NaN;13.5;6.8;NaN;933.1;925.6;4.1;23.3;26;6.4;
g_1_CpeUaCv6;Levante;0;2016-01-09;VALENCIA AEROPUERTO;VALENCIA;21.0;13.6;4.5;1005.7;999.6;0.0;16.9;26;6.4;11.5;8.2;NaN;935.0;929.9;0.2;12.8;26;2.5;
g_1_Gvuf8zXP;Real Madrid;0;2016-01-09;MADRID, RETIRO;MADRID;11.5;8.2;NaN;935.0;929.9;0.2;12.8;26;2.5;13.4;10.1;0.4;998.2;990.9;21.8;23.3;21;6.4;
g_1_0Wd7pXvJ;Getafe;1;2016-01-09;MADRID, RETIRO;MADRID;11.5;8.2;NaN;935.0;929.9;0.2;12.8;26;2.5;17.0;13.5;7.6;1015.2;1006.9;NA;12.8;27;3.9;
g_1_YJRL3fus;Sevilla;0;2016-01-09;SEVILLA AEROPUERTO;SEVILLA;17.0;13.5;7.6;1015.2;1006.9;NA;12.8;27;3.9;16.0;9.3;1.8;1001.7;996.7;2.4;18.6;22;5.0;
g_1_vXdM1Y9g;Barcelona;0;2016-01-09;BARCELONA AEROPUERTO;BARCELONA;19.3;13.1;0.4;1008.0;1003.7;0.0;9.2;23;3.6;16.3;7.2;3.9;953.6;945.3;0.0;13.3;30;3.3;
g_1_2yyj9GHJ;Celta de Vigo;0;2016-01-10;VIGO AEROPUERTO;PONTEVEDRA;12.6;9.0;0.0;974.3;967.2;42.3;18.9;23;5.6;12.0;8.5;NaN;934.1;928.5;12.0;17.2;24;3.9;
g_1_CAQP2Efm;Eibar;1;2016-01-10;BILBAO AEROPUERTO;BIZKAIA;17.0;9.5;0.0;999.3;989.3;12.4;18.1;25;2.8;17.6;12.3;1.4;1008.0;1003.7;0.0;16.9;25;8.3;
g_1_Mub3oDPC;Las Palmas;0;2016-01-10;GRAN CANARIA AEROPUERTO;LAS PALMAS;22.6;16.5;6.5;1017.4;1014.6;0.0;7.2;99;3.1;21.9;8.4;NaN;1013.7;1009.4;0.0;9.7;27;1.4;
g_1_h6gangA6;Real Sociedad;0;2016-01-10;DONOSTIA/SAN SEBASTIÁN, IGUELDO;GIPUZKOA;17.0;9.0;0.0;974.1;963.6;11.9;25.3;22;5.0;19.6;13.7;2.3;1005.3;1001.1;0.0;18.9;21;7.8;
g_1_INeQ0hPa;Villarreal;0;2016-01-10;CASTELLÓN - ALMASSORA;CASTELLON;19.7;13.3;0.9;1005.4;1000.5;0.0;12.8;23;5.0;14.1;8.9;0.0;999.4;994.6;13.2;NaN;NaN;NaN;
g_1_fTYkQ8hB;Real Sociedad;0;2016-01-16;DONOSTIA/SAN SEBASTIÁN, IGUELDO;GIPUZKOA;8.1;2.1;5.7;1001.7;998.6;0.3;16.7;35;1.4;12.2;3.7;8.3;1027.4;1021.2;0.0;6.4;14;1.7;
g_1_8WGO9m8U;Villarreal;0;2016-01-16;CASTELLÓN - ALMASSORA;CASTELLON;13.4;6.5;9.2;1023.7;1019.7;0.0;11.4;29;3.1;14.1;6.3;9.6;1027.4;1024.3;0.0;14.4;99;5.6;
g_1_CpsZTjgn;Celta de Vigo;0;2016-01-16;VIGO AEROPUERTO;PONTEVEDRA;13.0;1.3;7.9;1001.9;998.4;0.1;7.2;08;1.9;13.0;1.6;9.4;1022.2;1018.8;0.0;18.1;32;6.4;
g_1_b1usSUNb;Sevilla;0;2016-01-16;SEVILLA AEROPUERTO;SEVILLA;14.1;6.3;9.6;1027.4;1024.3;0.0;14.4;99;5.6;17.8;7.2;NaN;1025.4;1021.9;0.0;6.7;99;2.8;
g_1_KAtwTA8h;Barcelona;0;2016-01-17;BARCELONA AEROPUERTO;BARCELONA;12.0;1.4;4.3;1026.5;1019.3;0.0;11.4;34;3.1;11.0;0.6;0.0;1027.3;1012.7;1.5;8.3;22;2.2;
g_1_YgrVUWwt;Getafe;1;2016-01-17;MADRID, RETIRO;MADRID;7.0;-0.9;NaN;952.0;942.9;0.0;5.3;26;0.6;12.0;1.4;4.3;1026.5;1019.3;0.0;11.4;34;3.1;
g_1_ljYgPS7H;Las Palmas;0;2016-01-17;GRAN CANARIA AEROPUERTO;LAS PALMAS;22.4;17.9;9.3;1018.4;1015.4;0.0;15.0;02;10.6;7.0;-0.9;NaN;952.0;942.9;0.0;5.3;26;0.6;
g_1_fTCKAThO;Real Madrid;0;2016-01-17;MADRID, RETIRO;MADRID;7.0;-0.9;NaN;952.0;942.9;0.0;5.3;26;0.6;12.4;6.0;0.0;1029.3;1014.9;2.3;NaN;NaN;NaN;
g_1_tQUoRlw5;Valencia;0;2016-01-17;VALENCIA AEROPUERTO;VALENCIA;14.6;-1.1;6.3;1021.8;1012.1;0.0;6.1;25;1.4;7.0;-0.9;NaN;952.0;942.9;0.0;5.3;26;0.6;
g_1_06DGB9wI;Eibar;1;2016-01-18;BILBAO AEROPUERTO;BIZKAIA;10.7;7.8;0.7;1012.9;1009.8;7.5;12.8;27;4.4;16.8;-0.4;6.4;956.9;952.7;0.0;9.7;28;1.4;
g_1_2BmYPabS;Sporting de Gijon;0;2016-01-22;GIJÓN, PUERTO;ASTURIAS;19.0;13.6;0.0;1028.6;1018.6;1.1;NaN;NaN;NaN;16.2;10.4;0.7;999.9;990.9;3.3;11.7;17;3.3;
g_1_rijS6Kij;Rayo Vallecano;0;2016-01-23;MADRID, RETIRO;MADRID;16.2;8.2;NaN;956.2;953.9;0.0;5.0;03;1.1;18.1;12.4;0.7;1001.6;998.9;0.0;7.2;24;2.2;
g_1_8hQ0LJ6q;Granada;0;2016-01-23;GRANADA AEROPUERTO;GRANADA;21.9;3.4;8.6;966.4;963.5;0.0;6.7;17;1.4;16.2;8.2;NaN;956.2;953.9;0.0;5.0;03;1.1;
g_1_GfoMS1E9;Espanyol;0;2016-01-23;BARCELONA AEROPUERTO;BARCELONA;17.0;8.5;0.0;1034.6;1031.2;0.0;9.2;21;4.4;17.6;9.1;7.2;1030.0;1026.5;0.0;4.7;11;1.1;
g_1_YVeHTsa3;Malaga;0;2016-01-23;MÁLAGA, CENTRO METEOROLÓGICO;MALAGA;20.4;10.1;NaN;1029.0;1026.3;0.0;6.9;13;2.5;17.0;8.5;0.0;1034.6;1031.2;0.0;9.2;21;4.4;
g_1_zowEUNqc;Real Betis;0;2016-01-24;SEVILLA AEROPUERTO;SEVILLA;20.5;9.7;8.1;1028.8;1025.6;0.0;5.0;99;1.4;17.5;8.2;NaN;955.2;952.6;0.0;4.7;04;0.6;
g_1_QFeN70xp;Deportivo de La Coruna;0;2016-01-24;A CORUÑA;A CORUÑA;20.5;12.9;5.5;1021.7;1013.0;0.4;16.1;19;3.3;15.9;5.3;2.8;1027.9;1025.0;0.0;7.2;05;2.2;
g_1_fopQRLTF;Atl. Madrid;0;2016-01-24;MADRID, RETIRO;MADRID;17.5;8.2;NaN;955.2;952.6;0.0;4.7;04;0.6;20.5;9.7;8.1;1028.8;1025.6;0.0;5.0;99;1.4;
g_1_MskW5v7d;Athletic Club;1;2016-01-24;BILBAO AEROPUERTO;BIZKAIA;21.3;9.2;8.7;1026.9;1021.1;0.0;16.4;99;5.6;21.3;9.2;8.7;1026.9;1021.1;0.0;16.4;99;5.6;
g_1_OKlUQuqM;Levante;0;2016-01-25;VALENCIA AEROPUERTO;VALENCIA;17.2;9.1;6.1;1025.7;1022.8;0.0;5.8;13;0.6;23.0;16.9;9.9;1025.0;1021.5;0.0;8.9;99;3.3;
g_1_GIT8Jcyd;Real Sociedad;0;2016-01-30;DONOSTIA/SAN SEBASTIÁN, IGUELDO;GIPUZKOA;12.0;6.6;1.3;1001.2;998.1;NA;8.1;28;2.5;18.8;5.5;9.7;1032.8;1028.3;0.0;5.0;03;1.4;
g_1_YiXitLr9;Villarreal;0;2016-01-30;CASTELLÓN - ALMASSORA;CASTELLON;17.8;8.0;9.0;1028.5;1024.4;0.0;5.3;16;1.7;17.5;1.0;6.3;967.9;963.2;0.0;7.2;99;0.8;
g_1_OtQ4wJSR;Eibar;1;2016-01-30;BILBAO AEROPUERTO;BIZKAIA;14.3;2.2;0.1;1029.1;1024.7;0.0;6.7;22;1.1;20.3;8.9;NaN;1030.2;1025.8;0.0;6.7;28;1.7;
g_1_MeU4KwMk;Getafe;1;2016-01-30;MADRID, RETIRO;MADRID;12.9;4.2;NaN;956.2;954.0;0.0;6.9;23;1.1;14.3;2.2;0.1;1029.1;1024.7;0.0;6.7;22;1.1;
g_1_f1Yms1T2;Barcelona;0;2016-01-30;BARCELONA AEROPUERTO;BARCELONA;17.8;8.6;6.9;1032.9;1027.9;0.0;7.8;34;3.9;12.9;4.2;NaN;956.2;954.0;0.0;6.9;23;1.1;
g_1_f9SCIHj2;Real Madrid;0;2016-01-31;MADRID, RETIRO;MADRID;14.8;7.0;NaN;956.4;953.9;0.0;8.1;30;0.3;16.8;7.2;1.9;1028.9;1025.7;0.0;9.2;33;1.9;
g_1_QkCWYxyq;Las Palmas;0;2016-01-31;GRAN CANARIA AEROPUERTO;LAS PALMAS;22.1;17.3;6.0;1025.6;1022.2;0.0;15.0;02;7.8;13.8;9.7;0.0;1006.5;1004.1;5.5;9.2;28;2.2;
g_1_tIz0vaDL;Valencia;0;2016-01-31;VALENCIA AEROPUERTO;VALENCIA;21.8;6.4;6.5;1023.6;1020.4;0.0;11.4;32;5.3;20.5;12.9;4.0;1034.0;1027.0;0.0;NaN;NaN;NaN;
g_1_SEWeuubF;Sevilla;0;2016-01-31;SEVILLA AEROPUERTO;SEVILLA;18.1;6.6;9.9;1032.8;1028.8;0.0;7.8;08;2.2;21.8;6.4;6.5;1023.6;1020.4;0.0;11.4;32;5.3;
g_1_fPGzYdjk;Deportivo de La Coruna;0;2016-02-01;A CORUÑA;A CORUÑA;13.5;12.0;0.0;1028.5;1024.8;0.0;5.8;22;2.2;15.4;5.3;NaN;956.5;951.8;0.0;4.7;04;0.6;
g_1_S8gT3kGK;Malaga;0;2016-02-05;MÁLAGA, CENTRO METEOROLÓGICO;MALAGA;19.7;11.5;NaN;1025.1;1020.0;0.0;8.3;12;1.7;10.7;3.2;NaN;953.1;947.0;0.0;6.1;03;0.8;
g_1_MBITrlve;Sporting de Gijon;0;2016-02-06;GIJÓN, PUERTO;ASTURIAS;17.7;7.6;2.8;1017.8;1001.7;10.1;NaN;NaN;NaN;14.4;9.0;0.2;1012.4;995.2;18.4;23.1;22;6.9;
