ID;jornada;horario;local;visitante;Date;FTHG;FTAG;FTR;HS;AS;HC;AC;B365H;B365D;B365A;BWH;BWD;BWA;BbAv>2.5;BbAv<2.5;porcen_home_puntos;porcen_away_puntos;porcen_total_puntos_1;porcen_total_puntos_2;porcen_home_puntos_racha3;porcen_away_puntos_racha3;porcen_total_puntos_1_racha3;porcen_total_puntos_2_racha3;porcen_home_goles_propios;porcen_home_goles_ajenos;porcen_home_goles_totales;porcen_away_goles_propios;porcen_away_goles_ajenos;porcen_away_goles_totales;porcen_goles_propios_1;porcen_goles_propios_2;porcen_goles_ajenos_1;porcen_goles_ajenos_2;porcen_goles_totales_1;porcen_goles_totales_2;ult_result_1;ult_result_2;ult_result_3;ult_result_4;ult_result_dif_goles_1;ult_result_dif_goles_2;ult_result_dif_goles_3;ult_result_dif_goles_4;ult_result_dif_goles_5;
g_1_Iq7OcivB;16;14.12. 21:00;Celta Vigo;Leganes;181214;0;0;D;15;5;10;0;1.85;3.5;4.33;1.83;3.5;4.6;2.23;1.65;0.5;0.21;0.44;0.38;0.67;0.44;0.67;0.78;1.88;1.25;3.12;0.88;1.62;2.5;1.87;1.0;1.87;1.0;3.47;2.27;1;0;0;0;0;0;1;0;0;0
g_1_C66SdBgH;16;15.12. 20:45;Eibar;Valencia;181215;1;1;D;18;11;4;2;2.7;3.2;2.7;2.7;3.2;2.7;2.1;1.73;0.58;0.43;0.42;0.4;0.78;0.44;0.44;0.44;1.88;1.5;3.38;0.57;0.86;1.43;1.27;0.8;1.27;0.8;2.8;1.6;1;0;0;0;0;0;1;0;0;0
g_1_40V5AUNG;16;15.12. 18:30;Real Madrid;Rayo Vallecano;181215;1;0;H;9;11;4;4;1.14;9;15;1.16;9.25;13;1.23;3.95;0.76;0.19;0.58;0.22;0.67;0.0;0.67;0.33;1.71;0.43;2.14;0.57;1.57;2.14;1.53;1.0;1.53;1.0;2.8;3.0;0;0;0;1;0;0;0;0;0;1
g_1_8Eo3j9Wp;16;15.12. 16:15;Valladolid;Atl. Madrid;181215;2;3;A;8;14;9;3;5.75;3.4;1.72;5.75;3.3;1.75;2.48;1.52;0.38;0.38;0.44;0.62;0.22;0.33;0.33;0.56;0.86;1.14;2.0;0.86;0.86;1.71;0.87;1.4;0.87;1.4;1.87;2.07;0;0;0;1;0;0;0;0;0;1
g_1_OtAWeV8N;16;15.12. 13:00;Getafe;Real Sociedad;181215;1;0;H;9;9;2;3;2.25;3.1;3.5;2.3;3.1;3.4;2.56;1.49;0.48;0.54;0.47;0.42;0.67;0.33;0.56;0.33;1.0;0.57;1.57;1.5;1.25;2.75;1.07;1.2;1.07;1.2;1.87;2.4;1;0;0;0;0;0;1;0;0;0
g_1_dUvoFh9o;16;16.12. 20:45;Levante;Barcelona;181216;0;5;A;20;16;15;3;9;6.5;1.25;11;7;1.22;1.26;3.74;0.48;0.67;0.49;0.69;0.67;0.78;0.56;0.78;1.86;2.0;3.86;1.86;1.0;2.86;1.8;2.73;1.8;2.73;3.47;4.0;1;0;0;0;0;0;1;0;0;0
g_1_65ayekOT;16;16.12. 18:30;Huesca;Villarreal;181216;2;2;D;30;10;13;2;3.5;3.2;2.14;3.3;3.25;2.3;1.91;1.88;0.14;0.38;0.16;0.31;0.22;0.11;0.11;0.33;0.57;1.29;1.86;1.14;1.29;2.43;0.8;1.0;0.8;1.0;2.8;2.27;0;0;0;1;0;0;0;0;0;1
g_1_zLwkECOi;16;16.12. 16:15;Espanyol;Betis;181216;1;3;A;10;12;0;4;2.4;3.3;3;2.3;3.3;3.2;1.96;1.84;0.71;0.38;0.47;0.49;0.33;0.33;0.0;0.67;1.29;1.14;2.43;0.86;1.14;2.0;1.13;1.07;1.13;1.07;2.47;2.2;1;0;0;0;0;0;1;0;0;0
g_1_WnXcCjg4;16;16.12. 12:00;Sevilla;Girona;181216;2;0;H;17;8;5;3;1.44;4.5;7;1.45;4.75;6.75;1.62;2.29;0.76;0.57;0.62;0.47;1.0;0.67;0.56;0.44;1.43;0.71;2.14;1.14;0.71;1.86;1.8;1.13;1.8;1.13;2.87;2.27;1;0;0;0;0;0;1;0;0;0
g_1_vg8KbXO4;16;17.12. 21:00;Alaves;Ath Bilbao;181217;0;0;D;11;6;5;3;3;3.2;2.5;2.75;3.3;2.6;2.29;1.61;0.71;0.19;0.53;0.31;0.78;0.0;0.11;0.44;1.29;0.71;2.0;1.0;1.71;2.71;1.2;1.0;1.2;1.0;2.33;2.53;1;0;0;0;0;1;1;0;0;0
g_1_MiUOQk8c;17;21.12. 21:00;Real Sociedad;Alaves;181221;0;1;A;18;9;10;1;1.75;3.5;5;1.78;3.4;5.25;2.22;1.66;0.29;0.38;0.4;0.52;0.44;0.0;0.0;0.22;0.86;1.14;2.0;1.12;1.5;2.62;1.12;1.12;1.12;1.12;2.31;2.19;1;0;0;0;0;0;1;0;0;0
g_1_jRYSP9N3;17;21.12. 19:30;Girona;Getafe;181221;1;1;D;12;5;4;1;2.62;3;2.9;2.75;2.9;2.9;2.6;1.49;0.38;0.46;0.44;0.5;0.56;0.33;0.11;0.78;1.12;1.5;2.62;1.12;1.0;2.12;1.06;1.06;1.06;1.06;2.25;1.81;1;0;0;0;0;0;1;0;0;0
g_1_WM129lwN;17;22.12. 20:45;Ath Bilbao;Valladolid;181222;1;1;D;8;5;3;1;1.75;3.4;5;1.75;3.6;5;2.17;1.68;0.42;0.5;0.31;0.42;0.56;0.33;0.44;0.33;1.0;1.38;2.38;0.88;0.88;1.75;0.94;0.94;0.94;0.94;2.38;2.06;0;0;0;1;0;0;0;0;0;1
g_1_ShmY3S0p;17;22.12. 18:30;Barcelona;Celta Vigo;181222;2;0;H;9;11;4;6;1.12;9;21;1.11;9.75;21;1.17;4.74;0.71;0.38;0.71;0.44;0.67;0.44;1.0;0.78;3.5;1.5;5.0;1.86;2.0;3.86;2.88;1.75;2.88;1.75;4.06;3.25;0;1;0;0;1;0;0;0;0;0
g_1_AD0688hT;17;22.12. 16:15;Atl. Madrid;Espanyol;181222;1;0;H;8;18;5;9;1.4;4;10;1.42;4.25;9;2.25;1.64;0.83;0.25;0.65;0.44;0.78;0.11;0.78;0.0;1.88;0.5;2.38;1.0;1.5;2.5;1.5;1.12;1.5;1.12;2.25;2.56;0;0;1;0;0;0;0;1;1;0
g_1_tdix3nGj;17;22.12. 13:00;Betis;Eibar;181222;1;1;D;4;15;4;11;1.8;3.75;4.5;1.78;3.7;4.6;1.78;2.04;0.58;0.24;0.52;0.42;0.78;0.11;1.0;0.22;1.25;1.12;2.38;0.57;1.57;2.14;1.19;1.25;1.19;1.25;2.31;2.75;1;0;0;0;0;1;1;0;0;0
g_1_CtNyOmhG;17;23.12. 18:30;Rayo Vallecano;Levante;181223;2;1;H;18;12;3;5;2.1;3.6;3.4;2.1;3.8;3.25;1.63;2.26;0.25;0.5;0.21;0.46;0.44;0.33;0.33;0.44;1.38;2.38;3.75;1.75;1.38;3.12;0.94;1.69;0.94;1.69;2.88;3.56;0;0;0;1;0;0;0;0;0;1
g_1_r1VKRVhi;17;23.12. 16:15;Leganes;Sevilla;181223;1;1;D;13;8;3;6;3.4;3.2;2.25;3.25;3.25;2.3;2.1;1.73;0.57;0.5;0.38;0.65;0.56;0.33;0.56;0.56;1.14;0.86;2.0;2.12;1.38;3.5;0.94;1.81;0.94;1.81;2.12;2.81;1;0;0;0;0;0;1;0;0;0
g_1_UHXWOTxA;17;23.12. 12:00;Valencia;Huesca;181223;2;1;H;19;11;12;5;1.4;4.75;8;1.4;4.4;9;1.73;2.09;0.38;0.17;0.4;0.17;0.44;0.0;0.22;0.11;1.0;0.75;1.75;1.0;2.62;3.62;0.81;0.88;0.81;0.88;1.62;2.88;0;0;0;1;0;0;0;0;0;1
g_1_Mkk56LMr;17;03.01. 21:30;Villarreal;Real Madrid;190103;2;2;D;12;14;6;4;3.8;3.8;1.85;3.9;3.75;1.83;1.54;2.44;0.25;0.42;0.31;0.6;0.44;0.67;0.11;1.0;0.88;1.25;2.12;1.38;2.0;3.38;1.06;1.5;1.06;1.5;2.38;2.69;0;1;0;0;1;0;0;0;0;0
g_1_CvrI3J61;18;04.01. 21:00;Espanyol;Leganes;190104;1;0;H;12;10;3;6;2;3.3;4.2;2;3.2;4.2;2.52;1.52;0.62;0.22;0.41;0.37;0.0;0.56;0.0;0.33;1.25;1.38;2.62;0.78;1.44;2.22;1.06;0.94;1.06;0.94;2.47;2.12;0;0;1;0;0;0;0;0;1;0
g_1_AZ9rKvir;18;04.01. 19:00;Levante;Girona;190104;2;2;D;19;9;8;2;2.15;3.5;3.3;2.15;3.5;3.3;1.71;2.14;0.42;0.5;0.43;0.43;0.33;0.33;0.11;0.11;1.62;2.38;4.0;1.0;0.88;1.88;1.65;1.06;1.65;1.06;3.53;2.24;0;0;1;0;0;0;0;0;1;0
g_1_viNGOKrR;18;05.01. 20:45;Huesca;Betis;190105;2;1;H;11;7;4;6;3.2;3.5;2.2;3.3;3.4;2.2;1.88;1.92;0.17;0.46;0.16;0.51;0.22;0.67;0.11;0.78;0.75;1.38;2.12;1.12;1.12;2.25;0.88;1.18;0.88;1.18;2.88;2.29;0;0;0;1;0;0;0;0;0;1
g_1_GCl95uxk;18;05.01. 16:15;Alaves;Valencia;190105;2;1;H;14;14;2;6;3.1;3.1;2.4;3.1;3.2;2.4;2.41;1.56;0.67;0.42;0.55;0.43;0.56;0.44;0.44;0.56;1.12;0.62;1.75;0.62;0.88;1.5;1.12;0.88;1.12;0.88;2.12;1.71;0;0;1;0;0;0;0;0;1;0
g_1_lQ8nJb6l;18;05.01. 13:00;Valladolid;Rayo Vallecano;190105;0;1;A;12;9;9;5;2.1;3.4;3.6;2.05;3.4;3.7;2.04;1.77;0.33;0.17;0.41;0.25;0.11;0.0;0.44;0.33;1.0;1.38;2.38;0.5;1.5;2.0;0.94;1.0;0.94;1.0;2.06;2.88;0;0;0;1;0;0;0;0;0;1
g_1_00OCP0TK;18;06.01. 20:45;Getafe;Barcelona;190106;1;2;A;10;12;4;4;8;5.25;1.36;7.5;5;1.4;1.54;2.43;0.54;0.71;0.49;0.73;0.67;0.78;0.56;1.0;1.0;0.5;1.5;2.25;0.88;3.12;1.06;2.82;1.06;2.82;1.82;3.94;0;0;1;0;0;0;0;0;1;0
g_1_jVtM2wM7;18;06.01. 18:30;Real Madrid;Real Sociedad;190106;0;2;A;28;12;10;4;1.33;6;7.5;1.33;5.5;8.75;1.43;2.75;0.79;0.48;0.59;0.37;1.0;0.33;0.78;0.0;1.62;0.38;2.0;1.33;1.22;2.56;1.53;1.06;1.53;1.06;2.76;2.24;1;0;0;0;0;1;1;0;0;0
g_1_IyZ7QtEE;18;06.01. 16:15;Sevilla;Atl. Madrid;190106;1;1;D;15;12;4;5;2.8;3.1;2.7;2.8;3.2;2.65;2.26;1.63;0.79;0.46;0.63;0.67;1.0;0.56;0.56;1.0;1.5;0.62;2.12;1.12;1.0;2.12;1.76;1.47;1.76;1.47;2.76;2.18;0;0;1;0;0;0;0;1;1;0
g_1_f3mD4aie;18;06.01. 12:00;Eibar;Villarreal;190106;0;0;D;24;7;13;1;2.1;3.25;3.5;2.1;3.5;3.5;1.87;1.93;0.56;0.38;0.41;0.31;0.56;0.22;0.33;0.22;1.78;1.44;3.22;1.25;1.38;2.62;1.24;1.12;1.24;1.12;2.71;2.47;1;0;0;0;0;0;1;0;0;0
g_1_4YU3RMb8;18;07.01. 21:00;Celta Vigo;Ath Bilbao;190107;1;2;A;17;8;3;2;2.4;3.3;3;2.4;3.3;3;1.99;1.81;0.48;0.21;0.41;0.31;0.44;0.11;0.44;0.56;1.67;1.11;2.78;0.88;1.5;2.38;1.65;0.94;1.65;0.94;3.18;2.35;1;0;0;0;0;1;1;0;0;0
g_1_SzrfxvDQ;19;11.01. 21:00;Rayo Vallecano;Celta Vigo;190111;4;2;H;11;13;7;5;2.5;3.4;2.8;2.5;3.3;2.85;2.14;1.71;0.33;0.33;0.3;0.39;0.78;0.33;0.67;0.11;1.44;2.22;3.67;1.62;2.0;3.62;1.0;1.61;1.0;1.61;2.78;3.17;0;0;0;1;0;0;0;0;0;1
g_1_W2wQWHzl;19;12.01. 20:45;Villarreal;Getafe;190112;1;2;A;17;9;6;1;2.15;3.1;3.8;2.15;3.1;3.8;2.26;1.64;0.26;0.44;0.31;0.46;0.44;0.33;0.33;0.44;1.0;1.33;2.33;1.11;1.0;2.11;1.06;1.06;1.06;1.06;2.33;1.89;1;0;0;0;0;0;1;0;0;0
g_1_YDrjwKcK;19;12.01. 18:30;Girona;Alaves;190112;1;1;D;9;15;6;3;2.1;3.1;4;2.15;3.1;3.75;2.51;1.52;0.37;0.44;0.43;0.57;0.33;0.33;0.22;0.78;1.11;1.44;2.56;1.11;1.33;2.44;1.11;1.17;1.11;1.17;2.33;2.17;0;0;1;0;0;0;0;0;1;0
g_1_fNqnv0rE;19;12.01. 16:15;Valencia;Valladolid;190112;1;1;D;17;6;7;0;1.53;4;7;1.55;3.9;6.75;2;1.82;0.44;0.48;0.41;0.39;0.78;0.44;0.44;0.11;1.11;0.78;1.89;0.89;0.89;1.78;0.89;0.89;0.89;0.89;1.78;2.0;0;0;0;1;0;0;0;0;0;1
g_1_AgxUVyjf;19;12.01. 13:00;Leganes;Huesca;190112;1;0;H;14;9;4;4;1.95;3.25;4.33;1.95;3.25;4.4;2.44;1.55;0.54;0.15;0.35;0.2;0.56;0.0;0.22;0.44;1.12;0.88;2.0;1.0;2.56;3.56;0.89;0.94;0.89;0.94;2.06;2.89;0;0;0;1;0;0;0;0;0;1
g_1_I503FG5D;19;13.01. 20:45;Betis;Real Madrid;190113;1;2;A;9;14;6;5;3.25;3.75;2.1;3.25;3.75;2.1;1.62;2.28;0.56;0.41;0.48;0.56;0.78;0.44;0.44;0.44;1.22;1.11;2.33;1.44;2.0;3.44;1.17;1.44;1.17;1.44;2.33;2.72;0;0;1;0;0;0;0;1;1;0
g_1_vF1aGdj7;19;13.01. 18:30;Barcelona;Eibar;190113;3;0;H;7;15;2;3;1.12;9;21;1.12;9.5;18;1.24;3.61;0.74;0.25;0.74;0.41;0.67;0.22;1.0;0.33;3.33;1.33;4.67;0.62;1.5;2.12;2.78;1.17;2.78;1.17;3.89;2.56;1;0;0;0;0;1;1;0;0;0
g_1_WlbiIILf;19;13.01. 16:15;Ath Bilbao;Sevilla;190113;2;0;H;10;10;7;6;2.75;3.2;2.7;2.75;3.25;2.65;2.03;1.79;0.41;0.48;0.35;0.61;0.56;0.33;0.56;0.56;1.0;1.33;2.33;2.0;1.33;3.33;1.0;1.72;1.0;1.72;2.39;2.72;1;0;0;0;0;0;1;0;0;0
g_1_ph2eHxy1;19;13.01. 12:00;Atl. Madrid;Levante;190113;1;0;H;19;7;5;2;1.25;6;12;1.28;5.75;11;1.64;2.26;0.85;0.44;0.65;0.43;0.78;0.22;0.78;0.11;1.78;0.44;2.22;1.67;1.44;3.11;1.44;1.67;1.44;1.67;2.17;3.56;1;0;0;0;0;1;1;0;0;0
g_1_lvlLXcLs;19;14.01. 21:00;Real Sociedad;Espanyol;190114;3;2;H;9;21;7;3;2;3.3;4;1.95;3.3;4.2;2.26;1.64;0.25;0.22;0.41;0.44;0.33;0.0;0.33;0.33;0.75;1.12;1.88;0.89;1.44;2.33;1.11;1.06;1.11;1.06;2.22;2.39;0;1;0;0;1;0;0;0;0;0
g_1_l0Pepy5m;20;18.01. 21:00;Getafe;Alaves;190118;4;0;H;12;6;4;2;2;3.1;4.5;1.95;3.1;4.75;2.74;1.44;0.48;0.43;0.49;0.56;0.67;0.44;0.44;0.78;1.0;0.67;1.67;1.1;1.3;2.4;1.11;1.16;1.11;1.16;1.95;2.16;1;0;0;0;0;1;1;0;0;0
g_1_0rVtTZZC;20;19.01. 20:45;Celta Vigo;Valencia;190119;1;2;A;12;13;4;6;3.1;3.2;2.4;3.1;3.1;2.45;2.14;1.71;0.43;0.37;0.37;0.4;0.44;0.11;0.0;0.44;1.6;1.2;2.8;0.67;1.0;1.67;1.63;0.89;1.63;0.89;3.32;1.79;0;1;0;0;1;0;0;0;0;0
g_1_dQS3rFZa;20;19.01. 18:30;Huesca;Atl. Madrid;190119;0;3;A;14;15;6;5;5.75;3.6;1.66;5.75;3.6;1.67;2.23;1.66;0.26;0.44;0.19;0.67;0.44;0.56;0.33;0.78;0.89;1.33;2.22;1.11;1.0;2.11;0.89;1.42;0.89;1.42;2.79;2.11;0;0;0;1;0;0;0;0;0;1
g_1_A9QioHks;20;19.01. 16:15;Real Madrid;Sevilla;190119;2;0;H;23;4;7;4;1.7;4.2;4.5;1.72;4.1;4.5;1.53;2.48;0.7;0.43;0.58;0.58;0.67;0.22;0.44;0.22;1.44;0.56;2.0;1.8;1.4;3.2;1.47;1.63;1.47;1.63;2.74;2.68;1;0;0;0;0;1;1;0;0;0
g_1_vTtYUe50;20;20.01. 20:45;Barcelona;Leganes;190120;3;1;H;15;5;5;1;1.12;9;21;1.13;9;19.5;1.36;3.07;0.77;0.2;0.75;0.39;1.0;0.44;1.0;0.44;3.3;1.2;4.5;0.7;1.4;2.1;2.79;0.89;2.79;0.89;3.84;2.0;1;0;0;0;0;1;1;0;0;0
g_1_SlNSjwSJ;20;20.01. 18:30;Levante;Valladolid;190120;2;0;H;13;13;3;2;2.1;3.5;3.5;2.05;3.5;3.6;1.78;2.04;0.41;0.47;0.4;0.39;0.44;0.56;0.11;0.22;1.67;2.33;4.0;0.9;0.9;1.8;1.58;0.89;1.58;0.89;3.42;2.0;0;0;0;1;0;0;0;0;0;1
g_1_6uMWkcsQ;20;20.01. 18:30;Rayo Vallecano;Real Sociedad;190120;2;2;D;11;10;2;9;2.87;3.3;2.5;2.85;3.3;2.5;1.84;1.97;0.4;0.53;0.33;0.44;1.0;0.33;1.0;0.67;1.7;2.2;3.9;1.4;1.1;2.5;1.16;1.21;1.16;1.21;2.95;2.37;0;0;0;1;0;0;0;0;0;1
g_1_rNOaqeKg;20;20.01. 16:15;Villarreal;Ath Bilbao;190120;1;1;D;3;9;1;3;2.2;3.3;3.4;2.15;3.3;3.5;2.07;1.76;0.23;0.3;0.3;0.39;0.11;0.44;0.22;0.78;1.0;1.4;2.4;1.0;1.44;2.44;1.05;1.05;1.05;1.05;2.37;2.37;0;0;1;0;0;0;0;1;1;0
g_1_IJuxUFK6;20;20.01. 12:00;Betis;Girona;190120;3;2;H;12;8;7;2;1.61;3.75;6;1.62;3.9;5.75;1.94;1.87;0.5;0.48;0.46;0.42;0.44;0.11;0.11;0.33;1.2;1.2;2.4;1.11;1.0;2.11;1.16;1.11;1.16;1.11;2.37;2.32;0;1;0;0;1;0;0;0;0;0
g_1_EoZpSgkJ;20;21.01. 21:00;Eibar;Espanyol;190121;3;0;H;16;6;6;2;2.1;3.1;4;2.05;3.3;3.8;2.18;1.68;0.53;0.2;0.39;0.42;0.33;0.0;0.22;0.33;1.6;1.3;2.9;1.0;1.6;2.6;1.11;1.11;1.11;1.11;2.58;2.53;1;0;0;0;0;1;1;0;0;0
g_1_SAb33GBP;21;26.01. 20:45;Valencia;Villarreal;190126;3;0;H;18;14;7;4;1.83;3.6;4.5;1.87;3.4;4.5;1.92;1.89;0.43;0.37;0.43;0.3;0.56;0.22;0.44;0.22;1.1;0.8;1.9;1.11;1.22;2.33;0.95;1.05;0.95;1.05;1.85;2.35;0;0;1;0;0;0;0;0;1;0
g_1_zHmwcElg;21;26.01. 18:30;Leganes;Eibar;190126;2;2;D;9;5;4;5;2.62;3;3;2.6;3;3;2.7;1.45;0.59;0.22;0.37;0.42;0.56;0.11;0.33;0.44;1.11;0.78;1.89;0.56;1.67;2.22;0.9;1.2;0.9;1.2;2.1;2.6;0;0;1;0;0;0;0;0;1;0
g_1_nFLGuDJI;21;26.01. 16:15;Atl. Madrid;Getafe;190126;2;0;H;10;6;3;6;1.53;3.6;8;1.55;3.7;7.25;2.45;1.55;0.87;0.5;0.68;0.52;1.0;0.56;0.78;0.67;1.7;0.4;2.1;1.2;1.0;2.2;1.5;1.25;1.5;1.25;2.15;2.05;1;0;0;0;0;1;1;0;0;0
g_1_WrsnehJ5;21;26.01. 13:00;Sevilla;Levante;190126;5;0;H;23;7;5;8;1.53;4.33;6;1.55;4.33;5.75;1.47;2.45;0.74;0.4;0.55;0.43;0.78;0.11;0.11;0.44;1.44;0.67;2.11;1.5;1.4;2.9;1.55;1.6;1.55;1.6;2.65;3.35;0;1;0;0;1;0;0;0;0;0
g_1_Q5KKvXYO;21;27.01. 20:45;Espanyol;Real Madrid;190127;2;4;A;13;16;1;6;4.2;4;1.8;4.1;4;1.8;1.7;2.16;0.67;0.47;0.4;0.6;0.33;0.78;0.33;0.67;1.22;1.22;2.44;1.5;1.9;3.4;1.05;1.5;1.05;1.5;2.55;2.7;1;0;0;0;0;0;1;0;0;0
g_1_IuHCtg4C;21;27.01. 18:30;Ath Bilbao;Betis;190127;1;0;H;11;8;6;4;2.1;3.3;3.5;2.15;3.3;3.5;2.06;1.76;0.47;0.41;0.38;0.48;0.78;0.33;0.78;0.33;1.1;1.2;2.3;1.11;1.22;2.33;1.05;1.25;1.05;1.25;2.35;2.5;1;0;0;0;0;1;1;0;0;0
g_1_hhrrdY3a;21;27.01. 18:30;Real Sociedad;Huesca;190127;0;0;D;8;8;5;2;1.61;3.75;6;1.62;3.9;5.75;1.87;1.94;0.33;0.13;0.43;0.18;0.33;0.0;0.78;0.33;1.0;1.22;2.22;0.9;2.4;3.3;1.25;0.85;1.25;0.85;2.45;2.8;0;0;0;1;0;0;0;0;0;1
g_1_23kVbzKt;21;27.01. 16:15;Girona;Barcelona;190127;0;2;A;13;15;3;8;10;5.25;1.33;9.5;5.25;1.33;1.48;2.58;0.37;0.74;0.4;0.77;0.33;1.0;0.22;1.0;1.1;1.4;2.5;2.22;0.89;3.11;1.15;2.8;1.15;2.8;2.45;3.85;0;0;1;0;0;0;0;1;1;0
g_1_dQlZcfZn;21;27.01. 12:00;Valladolid;Celta Vigo;190127;2;1;H;19;8;7;5;2.4;3.2;3.1;2.4;3.25;3.1;2.28;1.62;0.3;0.3;0.37;0.35;0.0;0.33;0.11;0.0;0.89;1.33;2.22;1.67;2.22;3.89;0.85;1.6;0.85;1.6;2.0;3.3;0;0;0;1;0;0;0;0;0;1
g_1_vkI8sZl6;21;28.01. 21:00;Alaves;Rayo Vallecano;190128;0;1;A;16;14;7;4;2.15;3.3;3.5;2.15;3.25;3.6;2.13;1.71;0.7;0.26;0.53;0.33;0.56;0.33;0.44;0.78;1.22;0.67;1.89;0.56;1.33;1.89;1.1;1.2;1.1;1.2;2.25;3.0;0;0;0;1;0;0;0;0;0;1
g_1_bccSzOXj;22;01.02. 21:00;Huesca;Valladolid;190201;4;0;H;11;9;7;7;2.25;3.25;3.4;2.25;3.2;3.4;2.52;1.52;0.23;0.42;0.19;0.4;0.44;0.22;0.11;0.44;0.8;1.5;2.3;0.82;1.0;1.82;0.81;0.9;0.81;0.9;2.67;2.05;0;0;0;1;0;0;0;0;0;1
g_1_v9pfgWmI;22;02.02. 20:45;Celta Vigo;Sevilla;190202;1;0;H;10;13;4;9;3.75;3.6;2;3.7;3.6;2;1.77;2.05;0.39;0.39;0.33;0.57;0.11;0.11;0.0;0.33;1.55;1.27;2.82;1.64;1.45;3.09;1.57;1.71;1.57;1.71;3.29;2.76;1;0;0;0;0;1;1;0;0;0
g_1_Q5tjfCYB;22;02.02. 18:30;Barcelona;Valencia;190202;2;2;D;20;14;9;1;1.28;5.75;11;1.3;5.75;9.25;1.36;3.09;0.79;0.43;0.78;0.46;1.0;0.44;1.0;0.78;3.27;1.18;4.45;0.8;1.0;1.8;2.76;1.05;2.76;1.05;3.76;1.9;1;0;0;0;0;0;1;0;0;0
g_1_j5aDbRPc;22;02.02. 16:15;Real Sociedad;Ath Bilbao;190202;2;1;H;6;8;3;3;2.35;3.3;3.2;2.25;3.25;3.4;2.3;1.62;0.33;0.3;0.43;0.41;0.44;0.56;0.56;0.78;0.9;1.1;2.0;1.0;1.4;2.4;1.19;1.05;1.19;1.05;2.33;2.29;1;0;0;0;0;1;1;0;0;0
g_1_tfhQeP9G;22;02.02. 13:00;Levante;Getafe;190202;0;0;D;8;9;5;5;2.37;3.25;3.1;2.4;3.25;3.1;1.98;1.83;0.47;0.45;0.41;0.49;0.44;0.44;0.33;0.67;1.7;2.1;3.8;1.09;1.09;2.18;1.52;1.19;1.52;1.19;3.43;2.05;0;1;0;0;1;0;0;0;0;0
g_1_CE09a7Ai;22;03.02. 20:45;Real Madrid;Alaves;190203;3;0;H;22;8;7;2;1.2;6.5;15;1.22;6.5;12.5;1.43;2.76;0.73;0.39;0.62;0.51;0.67;0.44;1.0;0.11;1.5;0.5;2.0;1.0;1.55;2.55;1.62;1.05;1.62;1.05;2.86;2.19;1;0;0;0;0;1;1;0;0;0
g_1_K6bOy4Ip;22;03.02. 18:30;Eibar;Girona;190203;3;0;H;17;6;8;5;1.66;4;5;1.72;3.7;5;1.93;1.87;0.58;0.43;0.41;0.38;0.56;0.11;0.44;0.11;1.73;1.18;2.91;1.2;1.2;2.4;1.24;1.1;1.24;1.1;2.67;2.43;1;0;0;0;0;1;1;0;0;0
g_1_YTlIcou4;22;03.02. 16:15;Betis;Atl. Madrid;190203;1;0;H;7;13;1;7;4;3.2;2.05;3.8;3.3;2.05;2.34;1.6;0.55;0.5;0.46;0.7;0.44;0.78;0.33;1.0;1.36;1.27;2.64;1.3;0.9;2.2;1.19;1.52;1.19;1.52;2.43;2.14;0;0;1;0;0;0;0;0;1;0
g_1_nXhMd5fA;22;03.02. 12:00;Villarreal;Espanyol;190203;2;2;D;14;17;3;2;1.8;3.75;4.5;1.8;3.75;4.4;1.89;1.92;0.24;0.18;0.29;0.38;0.22;0.0;0.11;0.0;1.0;1.36;2.36;0.91;1.73;2.64;1.0;1.1;1.0;1.1;2.38;2.71;0;1;0;0;1;0;0;0;0;0
g_1_KpiUfqPM;22;04.02. 21:00;Rayo Vallecano;Leganes;190204;1;2;A;15;13;5;6;2.37;3.25;3.1;2.3;3.1;3.4;2.34;1.59;0.39;0.18;0.37;0.37;0.78;0.11;0.78;0.44;1.73;2.18;3.91;0.73;1.55;2.27;1.19;0.95;1.19;0.95;2.9;2.19;0;0;0;1;0;0;0;0;0;1
g_1_Sj0geDz3;23;08.02. 21:00;Valladolid;Villarreal;190208;0;0;D;9;7;8;3;2.9;3.3;2.4;3;3.25;2.45;2.09;1.75;0.37;0.33;0.38;0.29;0.33;0.22;0.33;0.22;1.0;1.3;2.3;1.0;1.4;2.4;0.86;1.05;0.86;1.05;2.14;2.45;0;0;0;1;0;0;0;0;0;1
g_1_l01kdgLd;23;09.02. 20:45;Girona;Huesca;190209;0;2;A;13;6;13;2;2;3.3;4;1.95;3.4;4.1;2.1;1.73;0.33;0.15;0.36;0.23;0.22;0.11;0.0;0.44;1.0;1.45;2.45;0.82;2.18;3.0;1.05;0.95;1.05;0.95;2.45;2.73;0;0;0;1;0;0;0;0;0;1
g_1_pSz9m1Hd;23;09.02. 18:30;Espanyol;Rayo Vallecano;190209;2;1;H;15;9;6;2;1.8;3.6;4.5;1.8;3.7;4.5;1.9;1.91;0.6;0.33;0.38;0.35;0.33;0.67;0.11;0.44;1.3;1.5;2.8;0.6;1.2;1.8;1.14;1.18;1.14;1.18;2.77;2.91;0;0;0;1;0;0;0;0;0;1
