g_1_bVhgOLjF;38;23.05. 16:30;0 - 0;Levante;Elche;
g_1_4nIECOi3;37;17.05. 19:00;2 - 1;Villarreal;Málaga;
g_1_dWHKjsVq;36;08.05. 20:45;0 - 2;Eibar;Espanyol;
g_1_d4s1chna;35;01.05. 20:45;3 - 0;Real Sociedad;Levante;
g_1_lvINqZHa;34;28.04. 20:00;6 - 0;Barcelona;Getafe;
g_1_jXNqYyJm;33;24.04. 20:45;0 - 1;Córdoba;Athletic Club;
g_1_2m36KIll;32;17.04. 20:45;2 - 2;Levante;Espanyol;
g_1_WbPNSts8;31;11.04. 16:00;3 - 0;Real Madrid;Eibar;
g_1_Q5tBVNuh;30;07.04. 20:00;2 - 0;Atlético de Madrid;Real Sociedad;
g_1_nFs7W3Qo;29;03.04. 20:45;1 - 2;Eibar;Rayo Vallecano;
g_1_Sjna35da;28;20.03. 20:45;0 - 4;Elche;Valencia;
g_1_ILSGjSCg;27;13.03. 20:45;2 - 0;Valencia;Deportivo de La Coruña;
g_1_0Qcdmg61;26;06.03. 20:45;2 - 1;Levante;Eibar;
g_1_0riSqKa9;25;27.02. 20:45;1 - 0;Espanyol;Córdoba;
g_1_djYuYM0c;24;20.02. 20:45;2 - 1;Getafe;Espanyol;
g_1_08zJIs1A;23;13.02. 20:45;2 - 2;Almería;Real Sociedad;
g_1_ClZsHUP5;22;06.02. 20:45;2 - 0;Deportivo de La Coruña;Eibar;
g_1_z5XNXblO;21;04.02. 20:45;2 - 1;Real Madrid;Sevilla;
g_1_MyS6J2U6;20;30.01. 20:45;1 - 2;Rayo Vallecano;Deportivo de La Coruña;
g_1_EidD9R0r;19;24.01. 16:00;1 - 2;Córdoba;Real Madrid;
g_1_hMJtd8Wr;18;16.01. 20:45;1 - 1;Córdoba;Eibar;
g_1_YDvN2Jmb;17;09.01. 20:45;0 - 0;Levante;Deportivo de La Coruña;
g_1_nq1tjt4h;16;03.01. 16:00;3 - 1;Atlético de Madrid;Levante;
g_1_EeWRWI3U;15;19.12. 20:45;0 - 1;Celta de Vigo;Almería;
g_1_zqdmLL4I;14;12.12. 20:45;1 - 4;Almería;Real Madrid;
g_1_WA9DVEM8;13;06.12. 16:00;0 - 2;Elche;Atlético de Madrid;
g_1_dheVIyw3;12;28.11. 20:45;3 - 0;Real Sociedad;Elche;
g_1_Ear93dwG;11;21.11. 20:45;3 - 1;Athletic Club;Espanyol;
g_1_nPlG9Crh;10;07.11. 20:45;0 - 0;Córdoba;Deportivo de La Coruña;
g_1_EBUxdgEh;9;31.10. 20:45;1 - 2;Deportivo de La Coruña;Getafe;
g_1_z97BhK70;8;24.10. 21:00;3 - 0;Celta de Vigo;Levante;
g_1_A5Omwu8D;7;17.10. 21:00;0 - 1;Granada;Rayo Vallecano;
g_1_0hK6x8H2;6;03.10. 21:00;1 - 1;Getafe;Córdoba;
g_1_fiipL6nS;5;26.09. 21:00;0 - 1;Elche;Celta de Vigo;
g_1_nVZ7LFtB;4;23.09. 20:00;5 - 1;Real Madrid;Elche;
g_1_8QeV7dCB;3;19.09. 21:00;0 - 2;Elche;Eibar;
g_1_CApXb1Tt;2;12.09. 21:00;1 - 1;Almería;Córdoba;
g_1_vNwRkOjQ;1;29.08. 20:00;1 - 0;Getafe;Almería;
g_1_raEd5rZF;0;23.08. 19:00;1 - 0;Málaga;Athletic Club;
